State,District,Crimetype,Year,Cases
Karnataka,Chikkamagaluru,IPC Crime,2018,2404
Karnataka,Chitradurga,IPC Crime,2018,3145
Karnataka,Dakshina Kannada,IPC Crime,2018,1887
Karnataka,Davanagere,IPC Crime,2018,3092
Karnataka,Dharwad,IPC Crime,2018,941
Karnataka,Gadag,IPC Crime,2018,1265
Karnataka,Kalaburgi,IPC Crime,2018,3707
Karnataka,Hassan,IPC Crime,2018,4993
Karnataka,Haveri,IPC Crime,2018,2008
Karnataka,Hubballi Dharwad,IPC Crime,2018,1472
Karnataka,Kodagu,IPC Crime,2018,1659
Karnataka,Kolar,IPC Crime,2018,1802
Karnataka,Koppal,IPC Crime,2018,1979
Karnataka,Mandya,IPC Crime,2018,5163
Karnataka,Mangaluru,IPC Crime,2018,2670
Karnataka,Mysuru,IPC Crime,2018,2728
Karnataka,Raichur,IPC Crime,2018,2584
Karnataka,Ramanagara,IPC Crime,2018,3754
Karnataka,Shimoga,IPC Crime,2018,4958
Karnataka,Tumakuru,IPC Crime,2018,4897
Karnataka,Udupi,IPC Crime,2018,2374
Karnataka,Uttara Kannada,IPC Crime,2018,2532
Karnataka,Yadgiri,IPC Crime,2018,1464
Karnataka,Belagavi,IPC Crime,2018,1820
Kerala,Alapuzha,IPC Crime,2018,17255
Kerala,Ernakulam,IPC Crime,2018,20388
Kerala,Idukki,IPC Crime,2018,6348
Kerala,Kannur,IPC Crime,2018,5836
Kerala,Kasargod,IPC Crime,2018,3775
Kerala,Kollam,IPC Crime,2018,7181
Kerala,Kottayam,IPC Crime,2018,8799
Kerala,Kozhikode,IPC Crime,2018,3964
Kerala,Malappuram,IPC Crime,2018,7143
Kerala,Palakkad,IPC Crime,2018,16462
Kerala,Pathanamthitta,IPC Crime,2018,8202
Kerala,Thrissur,IPC Crime,2018,6490
Kerala,Trivandrum,IPC Crime,2018,13008
Kerala,Wayanadu,IPC Crime,2018,2487
Madhya Pradesh,Agar,IPC Crime,2018,1298
Madhya Pradesh,Alirajpur,IPC Crime,2018,1828
Madhya Pradesh,Anuppur,IPC Crime,2018,2040
Madhya Pradesh,Ashok Nagar,IPC Crime,2018,2723
Madhya Pradesh,Balaghat,IPC Crime,2018,3840
Madhya Pradesh,Barwani,IPC Crime,2018,2450
Madhya Pradesh,Betul,IPC Crime,2018,3853
Madhya Pradesh,Bhind,IPC Crime,2018,4923
Madhya Pradesh,Bhopal,IPC Crime,2018,17177
Madhya Pradesh,Burhanpur,IPC Crime,2018,1397
Madhya Pradesh,Chhatarpur,IPC Crime,2018,4668
Madhya Pradesh,Chhindwara,IPC Crime,2018,5885
Madhya Pradesh,Damoh,IPC Crime,2018,3396
Madhya Pradesh,Datia,IPC Crime,2018,2208
Madhya Pradesh,Dewas,IPC Crime,2018,7241
Madhya Pradesh,Dhar,IPC Crime,2018,7423
Madhya Pradesh,Dindori,IPC Crime,2018,1929
Madhya Pradesh,Guna,IPC Crime,2018,4471
Madhya Pradesh,Gwalior,IPC Crime,2018,11923
Madhya Pradesh,Harda,IPC Crime,2018,1839
Madhya Pradesh,Hoshangabad,IPC Crime,2018,4614
Madhya Pradesh,Indore,IPC Crime,2018,17220
Madhya Pradesh,Jabalpur,IPC Crime,2018,11748
Madhya Pradesh,Jhabua,IPC Crime,2018,3211
Madhya Pradesh,Katni,IPC Crime,2018,4232
Madhya Pradesh,Khandwa,IPC Crime,2018,3357
Madhya Pradesh,Khargone,IPC Crime,2018,4207
Madhya Pradesh,Mandla,IPC Crime,2018,2052
Madhya Pradesh,Mandsaur,IPC Crime,2018,3454
Madhya Pradesh,Morena,IPC Crime,2018,5893
Madhya Pradesh,Narsinghpur,IPC Crime,2018,3728
Madhya Pradesh,Neemuch,IPC Crime,2018,2059
Madhya Pradesh,Panna,IPC Crime,2018,1907
Madhya Pradesh,Raisen,IPC Crime,2018,4579
Madhya Pradesh,Rajgarh,IPC Crime,2018,5235
Madhya Pradesh,Ratlam,IPC Crime,2018,5010
Madhya Pradesh,Rewa,IPC Crime,2018,6936
Madhya Pradesh,Sagar,IPC Crime,2018,7920
Madhya Pradesh,Satna,IPC Crime,2018,5653
Madhya Pradesh,Seoni,IPC Crime,2018,3347
Madhya Pradesh,Shahdol,IPC Crime,2018,3949
Madhya Pradesh,Shajapur,IPC Crime,2018,2344
Madhya Pradesh,Sheopur,IPC Crime,2018,1109
Madhya Pradesh,Shivpuri,IPC Crime,2018,4487
Madhya Pradesh,Sidhi,IPC Crime,2018,3036
Madhya Pradesh,Sehore,IPC Crime,2018,4591
Madhya Pradesh,Singrauli,IPC Crime,2018,2548
Madhya Pradesh,Tikamgarh,IPC Crime,2018,3878
Madhya Pradesh,Ujjain,IPC Crime,2018,10619
Madhya Pradesh,Umaria,IPC Crime,2018,1423
Madhya Pradesh,Vidisha,IPC Crime,2018,5242
Maharashtra,Ahmednagar,IPC Crime,2018,12613
Maharashtra,Akola,IPC Crime,2018,5579
Maharashtra,Amravati,IPC Crime,2018,4891
Maharashtra,Aurangabad,IPC Crime,2018,5833
Maharashtra,Beed,IPC Crime,2018,5352
Maharashtra,Bhandara,IPC Crime,2018,2738
Maharashtra,Buldhana,IPC Crime,2018,6792
Maharashtra,Chandrapur,IPC Crime,2018,7916
Maharashtra,Dhule,IPC Crime,2018,3846
Maharashtra,Gadchiroli,IPC Crime,2018,1052
Maharashtra,Gondia,IPC Crime,2018,3351
Maharashtra,Hingoli,IPC Crime,2018,2642
Maharashtra,Jalgaon,IPC Crime,2018,7217
Maharashtra,Jalna,IPC Crime,2018,4110
Maharashtra,Kolhapur,IPC Crime,2018,7191
Maharashtra,Latur,IPC Crime,2018,4377
Maharashtra,Mumbai,IPC Crime,2018,40757
Maharashtra,Nagpur,IPC Crime,2018,10296
Maharashtra,Nanded,IPC Crime,2018,6157
Maharashtra,Nandurbar,IPC Crime,2018,1681
Maharashtra,Nasik,IPC Crime,2018,5040
Maharashtra,Navi Mumbai,IPC Crime,2018,5821
Maharashtra,Osmanabad,IPC Crime,2018,3490
Maharashtra,Palghar,IPC Crime,2018,6683
Maharashtra,Parbhani,IPC Crime,2018,3471
Maharashtra,Pune,IPC Crime,2018,11551
Maharashtra,Raigad,IPC Crime,2018,2819
Maharashtra,Ratnagiri,IPC Crime,2018,2101
Maharashtra,Sangli,IPC Crime,2018,7199
Maharashtra,Satara,IPC Crime,2018,6918
Maharashtra,Sindhudurg,IPC Crime,2018,1304
Maharashtra,Solapur,IPC Crime,2018,3514
Maharashtra,Thane,IPC Crime,2018,13954
Maharashtra,Wardha,IPC Crime,2018,5312
Maharashtra,Washim,IPC Crime,2018,2849
Maharashtra,Yavatmal,IPC Crime,2018,8667
Maharashtra,Pimpri Chinchwad,IPC Crime,2018,8937
Manipur,Bishnupur,IPC Crime,2018,200
Manipur,Chandel,IPC Crime,2018,58
Manipur,Churachandpur,IPC Crime,2018,117
Manipur,Imphal,IPC Crime,2018,598
Manipur,Senapati,IPC Crime,2018,93
Manipur,Tamenglong,IPC Crime,2018,99
Manipur,Thoubal,IPC Crime,2018,601
Manipur,Ukhrul,IPC Crime,2018,33
Meghalaya,Garo Hills,IPC Crime,2018,103
Meghalaya,Jaintia Hills,IPC Crime,2018,302
Meghalaya,Khasi Hills,IPC Crime,2018,1145
Meghalaya,Ri-Bhoi,IPC Crime,2018,425
Mizoram,Aizawl,IPC Crime,2018,839
Mizoram,Champhai,IPC Crime,2018,98
Mizoram,Kolasib,IPC Crime,2018,297
Mizoram,Lawngtlai,IPC Crime,2018,37
Mizoram,Lunglei,IPC Crime,2018,226
Mizoram,Mamit,IPC Crime,2018,117
Mizoram,Saiha,IPC Crime,2018,90
Mizoram,Serchhip,IPC Crime,2018,70
Nagaland,Dimapur,IPC Crime,2018,723
Nagaland,Kiphire,IPC Crime,2018,24
Nagaland,Kohima,IPC Crime,2018,136
Nagaland,Longleng,IPC Crime,2018,12
Nagaland,Mokokchung,IPC Crime,2018,68
Nagaland,Mon,IPC Crime,2018,80
Nagaland,Peren,IPC Crime,2018,29
Nagaland,Phek,IPC Crime,2018,0
Nagaland,Tuensang,IPC Crime,2018,47
Nagaland,Wokha,IPC Crime,2018,65
Nagaland,Zunheboto,IPC Crime,2018,39
Odisha,Angul,IPC Crime,2018,3797
Odisha,Balasore,IPC Crime,2018,4641
Odisha,Baragarh,IPC Crime,2018,2405
Odisha,Berhampur,IPC Crime,2018,2175
Odisha,Bhadrak,IPC Crime,2018,2865
Odisha,Bolangir,IPC Crime,2018,3348
Odisha,Boudh,IPC Crime,2018,949
Odisha,Cuttack,IPC Crime,2018,2776
Odisha,Deogarh,IPC Crime,2018,909
Odisha,Dhenkanal,IPC Crime,2018,2424
Odisha,Gajapati,IPC Crime,2018,563
Odisha,Ganjam,IPC Crime,2018,3394
Odisha,Jagatsinghpur,IPC Crime,2018,1806
Odisha,Jajpur,IPC Crime,2018,3369
Odisha,Jharsuguda,IPC Crime,2018,1697
Odisha,Kalahandi,IPC Crime,2018,2527
Odisha,Kandhamal,IPC Crime,2018,1413
Odisha,Kendrapara,IPC Crime,2018,2548
Odisha,Keonjhar,IPC Crime,2018,2997
Odisha,Khurda,IPC Crime,2018,2002
Odisha,Koraput,IPC Crime,2018,2408
Odisha,Malkangiri,IPC Crime,2018,754
Odisha,Mayurbhanj,IPC Crime,2018,2781
Odisha,Nayagarh,IPC Crime,2018,1874
Odisha,Nabarangpur,IPC Crime,2018,1296
Odisha,Nuapada,IPC Crime,2018,1435
Odisha,Puri,IPC Crime,2018,3659
Odisha,Rayagada,IPC Crime,2018,1303
Odisha,Rourkela,IPC Crime,2018,2715
Odisha,Sambalpur,IPC Crime,2018,3511
Odisha,Sonepur,IPC Crime,2018,907
Odisha,Sundargarh,IPC Crime,2018,1714
Punjab,Barnala,IPC Crime,2018,1008
Punjab,Batala,IPC Crime,2018,974
Punjab,Bathinda,IPC Crime,2018,2156
Punjab,Amritsar,IPC Crime,2018,2163
Punjab,Jalandhar,IPC Crime,2018,2209
Punjab,Ludhiana,IPC Crime,2018,6001
Punjab,Faridkot,IPC Crime,2018,692
Punjab,Fatehgarh Sahib,IPC Crime,2018,903
Punjab,Fazilka,IPC Crime,2018,829
Punjab,Ferozepur,IPC Crime,2018,1433
Punjab,Gurdaspur,IPC Crime,2018,799
Punjab,Hoshiarpur,IPC Crime,2018,1685
Punjab,Kapurthala,IPC Crime,2018,1342
Punjab,Khanna,IPC Crime,2018,848
Punjab,Mansa,IPC Crime,2018,906
Punjab,Moga,IPC Crime,2018,1167
Punjab,Muktsar,IPC Crime,2018,1066
Punjab,Pathankot,IPC Crime,2018,414
Punjab,Patiala,IPC Crime,2018,3228
Punjab,Ropar,IPC Crime,2018,1077
Punjab,Sangrur,IPC Crime,2018,1995
Punjab,SAS Nagar,IPC Crime,2018,2690
Punjab,SBS Nagar,IPC Crime,2018,714
Punjab,Tarn Taran,IPC Crime,2018,1370
Rajasthan,Ajmer,IPC Crime,2018,6631
Rajasthan,Alwar,IPC Crime,2018,12251
Rajasthan,Banswara,IPC Crime,2018,2216
Rajasthan,Baran,IPC Crime,2018,3816
Rajasthan,Barmer,IPC Crime,2018,3432
Rajasthan,Bharatpur,IPC Crime,2018,9109
Rajasthan,Bhilwara,IPC Crime,2018,6056
Rajasthan,Bikaner,IPC Crime,2018,3559
Rajasthan,Bundi,IPC Crime,2018,3104
Rajasthan,Chittorgarh,IPC Crime,2018,4345
Rajasthan,Churu,IPC Crime,2018,3176
Rajasthan,Dausa,IPC Crime,2018,3519
Rajasthan,Dholpur,IPC Crime,2018,3274
Rajasthan,Dungarpur,IPC Crime,2018,1854
Rajasthan,Ganganagar,IPC Crime,2018,5304
Rajasthan,Hanumangarh,IPC Crime,2018,3850
Rajasthan,Jaipur,IPC Crime,2018,3029
Rajasthan,Jaisalmer,IPC Crime,2018,1389
Rajasthan,Jalore,IPC Crime,2018,2429
Rajasthan,Jhalawar,IPC Crime,2018,3862
Rajasthan,Jhunjhunu,IPC Crime,2018,4402
Rajasthan,Jodhpur,IPC Crime,2018,2636
Rajasthan,Karauli,IPC Crime,2018,3895
Rajasthan,Kota,IPC Crime,2018,4194
Rajasthan,Nagaur,IPC Crime,2018,4786
Rajasthan,Pali,IPC Crime,2018,5030
Rajasthan,Pratapgarh,IPC Crime,2018,1673
Rajasthan,Rajsamand,IPC Crime,2018,2723
Rajasthan,Sawai Madhopur,IPC Crime,2018,3878
Rajasthan,Sikar,IPC Crime,2018,5956
Rajasthan,Sirohi,IPC Crime,2018,1827
Rajasthan,Tonk,IPC Crime,2018,3409
Rajasthan,Udaipur,IPC Crime,2018,6981
Sikkim,East,IPC Crime,2018,352
Sikkim,North,IPC Crime,2018,20
Sikkim,South,IPC Crime,2018,189
Sikkim,West,IPC Crime,2018,59
Tamil Nadu,Ariyalur,IPC Crime,2018,1859
Tamil Nadu,Chennai,IPC Crime,2018,20160
Tamil Nadu,Coimbatore,IPC Crime,2018,4171
Tamil Nadu,Cuddalore,IPC Crime,2018,7443
Tamil Nadu,Dharmapuri,IPC Crime,2018,2645
Tamil Nadu,Dindigul,IPC Crime,2018,4912
Tamil Nadu,Erode,IPC Crime,2018,4513
Tamil Nadu,Kanchipuram,IPC Crime,2018,8257
Tamil Nadu,Kanyakumari,IPC Crime,2018,4557
Tamil Nadu,Karur,IPC Crime,2018,2099
Tamil Nadu,Krishnagiri,IPC Crime,2018,3939
Tamil Nadu,Madurai,IPC Crime,2018,4635
Tamil Nadu,Nagapattinam,IPC Crime,2018,4941
Tamil Nadu,Namakkal,IPC Crime,2018,3464
Tamil Nadu,Nilgiris,IPC Crime,2018,940
Tamil Nadu,Perambalur,IPC Crime,2018,1382
Tamil Nadu,Pudukottai,IPC Crime,2018,2896
Tamil Nadu,Ramnathapuram,IPC Crime,2018,3005
Tamil Nadu,Salem,IPC Crime,2018,5265
Tamil Nadu,Sivagangai,IPC Crime,2018,4204
Tamil Nadu,Thanjavur,IPC Crime,2018,5906
Tamil Nadu,Theni,IPC Crime,2018,3672
Tamil Nadu,Thirunelveli,IPC Crime,2018,9482
Tamil Nadu,Thiruvallur,IPC Crime,2018,4505
Tamil Nadu,Thiruvannamalai,IPC Crime,2018,4949
Tamil Nadu,Thiruvarur,IPC Crime,2018,3484
Tamil Nadu,Thoothukudi,IPC Crime,2018,5266
Tamil Nadu,Tiruppur,IPC Crime,2018,3828
Tamil Nadu,Trichy,IPC Crime,2018,4372
Tamil Nadu,Vellore,IPC Crime,2018,10670
Tamil Nadu,Villupuram,IPC Crime,2018,9774
Tamil Nadu,Virudhunagar,IPC Crime,2018,3989
Telangana,Hyderabad,IPC Crime,2018,14332
Telangana,Karimnagar,IPC Crime,2018,3668
Telangana,Khammam,IPC Crime,2018,5314
Telangana,Nizamabad,IPC Crime,2018,3663
Telangana,Rachakonda,IPC Crime,2018,15419
Telangana,Ramagundam,IPC Crime,2018,4808
Telangana,Siddipet,IPC Crime,2018,2939
Telangana,Warangal,IPC Crime,2018,5816
Telangana,Adilabad,IPC Crime,2018,1619
Telangana,Bhadradri Kothagudem,IPC Crime,2018,3094
Telangana,Jagityal,IPC Crime,2018,2415
Telangana,Jayashankar Bhupalpalli,IPC Crime,2018,2397
Telangana,Jogulamba Gadwal,IPC Crime,2018,1421
Telangana,Kamareddy,IPC Crime,2018,1988
Telangana,Kumaram Bheem Asifabad,IPC Crime,2018,1585
Telangana,Mahabubabad,IPC Crime,2018,2062
Telangana,Mahabubnagar,IPC Crime,2018,2820
Telangana,Medak,IPC Crime,2018,1760
Telangana,Nagarkurnool,IPC Crime,2018,1810
Telangana,Nalgonda,IPC Crime,2018,4831
Telangana,Nirmal,IPC Crime,2018,1424
Telangana,Rajanna Siricilla,IPC Crime,2018,1503
Telangana,Sangareddy,IPC Crime,2018,3031
Telangana,Suryapet,IPC Crime,2018,3734
Telangana,Vikarabad,IPC Crime,2018,1702
Telangana,Wanaparthy,IPC Crime,2018,1130
Tripura,Dhalai,IPC Crime,2018,394
Tripura,Gomati,IPC Crime,2018,623
Tripura,Kowai,IPC Crime,2018,340
Tripura,North,IPC Crime,2018,478
Tripura,Sipahijala,IPC Crime,2018,569
Tripura,South,IPC Crime,2018,876
Tripura,Unakoti,IPC Crime,2018,391
Tripura,West,IPC Crime,2018,1633
Uttar Pradesh,Agra,IPC Crime,2018,11035
Uttar Pradesh,Aligarh,IPC Crime,2018,6699
Uttar Pradesh,Prayagraj,IPC Crime,2018,16295
Uttar Pradesh,Ambedkar Nagar,IPC Crime,2018,1698
Uttar Pradesh,Amethi,IPC Crime,2018,3256
Uttar Pradesh,Amroha,IPC Crime,2018,2398
Uttar Pradesh,Auraiya,IPC Crime,2018,2743
Uttar Pradesh,Azamgarh,IPC Crime,2018,3959
Uttar Pradesh,Badaun,IPC Crime,2018,4291
Uttar Pradesh,Baghpat,IPC Crime,2018,2573
Uttar Pradesh,Bahraich,IPC Crime,2018,4141
Uttar Pradesh,Ballia,IPC Crime,2018,2780
Uttar Pradesh,Balrampur,IPC Crime,2018,1048
Uttar Pradesh,Banda,IPC Crime,2018,1685
Uttar Pradesh,Barabanki,IPC Crime,2018,6010
Uttar Pradesh,Bareilly,IPC Crime,2018,8019
Uttar Pradesh,Basti,IPC Crime,2018,1997
Uttar Pradesh,Bijnor,IPC Crime,2018,3982
Uttar Pradesh,Bulandshahar,IPC Crime,2018,7173
Uttar Pradesh,Chandoli,IPC Crime,2018,2131
Uttar Pradesh,Chitrakoot,IPC Crime,2018,1231
Uttar Pradesh,Deoria,IPC Crime,2018,3024
Uttar Pradesh,Etah,IPC Crime,2018,3921
Uttar Pradesh,Etawah,IPC Crime,2018,3107
Uttar Pradesh,Ayodhya,IPC Crime,2018,4616
Uttar Pradesh,Fatehgarh,IPC Crime,2018,2881
Uttar Pradesh,Fatehpur,IPC Crime,2018,2913
Uttar Pradesh,Firozabad,IPC Crime,2018,4432
Uttar Pradesh,Gautambudh Nagar,IPC Crime,2018,10159
Uttar Pradesh,Ghaziabad,IPC Crime,2018,15250
Uttar Pradesh,Ghazipur,IPC Crime,2018,3481
Uttar Pradesh,Gonda,IPC Crime,2018,3017
Uttar Pradesh,Gorakhpur,IPC Crime,2018,7847
Uttar Pradesh,Hamirpur,IPC Crime,2018,1677
Uttar Pradesh,Hapur,IPC Crime,2018,2323
Uttar Pradesh,Hardoi,IPC Crime,2018,3909
Uttar Pradesh,Hathras,IPC Crime,2018,2654
Uttar Pradesh,Jalaun,IPC Crime,2018,1988
Uttar Pradesh,Jaunpur,IPC Crime,2018,5461
Uttar Pradesh,Jhansi,IPC Crime,2018,3264
Uttar Pradesh,Kannauj,IPC Crime,2018,2799
Uttar Pradesh,Kanpur Dehat,IPC Crime,2018,3113
Uttar Pradesh,Kanpur Nagar,IPC Crime,2018,9209
Uttar Pradesh,Kasganj,IPC Crime,2018,2014
Uttar Pradesh,Kaushambi,IPC Crime,2018,2419
Uttar Pradesh,Khiri,IPC Crime,2018,5884
Uttar Pradesh,Kushi Nagar,IPC Crime,2018,3688
Uttar Pradesh,Lalitpur,IPC Crime,2018,2002
Uttar Pradesh,Lucknow,IPC Crime,2018,19867
Uttar Pradesh,Maharajganj,IPC Crime,2018,995
Uttar Pradesh,Mahoba,IPC Crime,2018,1173
Uttar Pradesh,Mainpuri,IPC Crime,2018,3233
Uttar Pradesh,Mathura,IPC Crime,2018,6478
Uttar Pradesh,Mau,IPC Crime,2018,2588
Uttar Pradesh,Meerut,IPC Crime,2018,10600
Uttar Pradesh,Mirzapur,IPC Crime,2018,2317
Uttar Pradesh,Moradabad,IPC Crime,2018,4834
Uttar Pradesh,Muzaffarnagar,IPC Crime,2018,4749
Uttar Pradesh,Pilibhit,IPC Crime,2018,3277
Uttar Pradesh,Pratapgarh,IPC Crime,2018,5687
Uttar Pradesh,Raibareilly,IPC Crime,2018,5591
Uttar Pradesh,Rampur,IPC Crime,2018,2908
Uttar Pradesh,Saharanpur,IPC Crime,2018,3777
Uttar Pradesh,Sambhal,IPC Crime,2018,3157
Uttar Pradesh,Sant Kabirnagar,IPC Crime,2018,1427
Uttar Pradesh,Shahjahanpur,IPC Crime,2018,5573
Uttar Pradesh,Shamli,IPC Crime,2018,1968
Uttar Pradesh,Shrawasti,IPC Crime,2018,901
Uttar Pradesh,Sidharthnagar,IPC Crime,2018,1311
Uttar Pradesh,Sitapur,IPC Crime,2018,6272
Uttar Pradesh,Sonbhadra,IPC Crime,2018,1706
Uttar Pradesh,Bhadohi,IPC Crime,2018,1379
Uttar Pradesh,Sultanpur,IPC Crime,2018,5095
Uttar Pradesh,Unnao,IPC Crime,2018,4178
Uttar Pradesh,Varanasi,IPC Crime,2018,10453
Uttarakhand,Almora,IPC Crime,2018,169
Uttarakhand,Bageshwar,IPC Crime,2018,134
Uttarakhand,Chamoli,IPC Crime,2018,113
Uttarakhand,Champawat,IPC Crime,2018,139
Uttarakhand,Dehradun,IPC Crime,2018,2686
Uttarakhand,Haridwar,IPC Crime,2018,4989
Uttarakhand,Nainital,IPC Crime,2018,1234
Uttarakhand,Pauri Garhwal,IPC Crime,2018,322
Uttarakhand,Pithoragarh,IPC Crime,2018,193
Uttarakhand,Rudra Prayag,IPC Crime,2018,71
Uttarakhand,Tehri Garhwal,IPC Crime,2018,232
Uttarakhand,Udhamsingh Nagar,IPC Crime,2018,4180
Uttarakhand,Uttarkashi,IPC Crime,2018,123
West Bengal,Alipurduar,IPC Crime,2018,2011
West Bengal,Asansol Durgapur,IPC Crime,2018,4032
West Bengal,Bankura,IPC Crime,2018,2335
West Bengal,Barrackpur,IPC Crime,2018,8572
West Bengal,Bidhannagar,IPC Crime,2018,2537
West Bengal,Birbhum,IPC Crime,2018,3861
West Bengal,Coochbehar,IPC Crime,2018,2325
West Bengal,Dakshin Dinajpur,IPC Crime,2018,1773
West Bengal,Darjeeling,IPC Crime,2018,1255
West Bengal,Howrah,IPC Crime,2018,4989
West Bengal,Jalpaiguri,IPC Crime,2018,2397
West Bengal,Jhargram,IPC Crime,2018,922
West Bengal,Kharagpur,IPC Crime,2018,407
West Bengal,Kolkata,IPC Crime,2018,19682
West Bengal,Malda,IPC Crime,2018,6696
West Bengal,Murshidabad,IPC Crime,2018,12488
West Bengal,Nadia,IPC Crime,2018,7589
West Bengal,Paschim Medinipur,IPC Crime,2018,6460
West Bengal,Purab Medinipur,IPC Crime,2018,6391
West Bengal,Purulia,IPC Crime,2018,1770
West Bengal,Sealdah,IPC Crime,2018,634
West Bengal,Siliguri,IPC Crime,2018,142
West Bengal,Uttar Dinajpur,IPC Crime,2018,4288
West Bengal,Chandannagar,IPC Crime,2018,2697
West Bengal,Kalimpong,IPC Crime,2018,332
West Bengal,Purba Bardhaman,IPC Crime,2018,6053
West Bengal,Barasat,IPC Crime,2018,9252
West Bengal,Basirhat,IPC Crime,2018,4281
A&N Islands,South Andaman,IPC Crime,2018,508
A&N Islands,North & Middle Andaman,IPC Crime,2018,177
A&N Islands,Nicobar,IPC Crime,2018,21
Chandigarh,Chandigarh,IPC Crime,2018,3072
D&N Haveli,D&N Haveli,IPC Crime,2018,255
Daman & Diu,Daman,IPC Crime,2018,256
Daman & Diu,Diu,IPC Crime,2018,63
Delhi,Central,IPC Crime,2018,11426
Delhi,East,IPC Crime,2018,17608
Delhi,New Delhi,IPC Crime,2018,3026
Delhi,North,IPC Crime,2018,14972
Delhi,North-East,IPC Crime,2018,18114
Delhi,North-West,IPC Crime,2018,25960
Delhi,Outer,IPC Crime,2018,18194
Delhi,South,IPC Crime,2018,23484
Delhi,South-East,IPC Crime,2018,22645
Delhi,South-West,IPC Crime,2018,12170
Delhi,West,IPC Crime,2018,18253
Delhi,Rohini,IPC Crime,2018,21282
Delhi,Shahdara,IPC Crime,2018,14683
Delhi,Dwarka,IPC Crime,2018,17012
Lakshadweep,Lakshadweep,IPC Crime,2018,48
Puducherry,Karaikal,IPC Crime,2018,0
Puducherry,Puducherry,IPC Crime,2018,3606
Andhra Pradesh,Anantapur,IPC Crime,2019,8127
Andhra Pradesh,Chittoor,IPC Crime,2019,5464
Andhra Pradesh,Cuddapah,IPC Crime,2019,10310
Andhra Pradesh,Godavari,IPC Crime,2019,7360
Andhra Pradesh,Guntur,IPC Crime,2019,5185
Andhra Pradesh,Krishna,IPC Crime,2019,7967
Andhra Pradesh,Kurnool,IPC Crime,2019,7082
Andhra Pradesh,Nellore,IPC Crime,2019,6856
Andhra Pradesh,Prakasham,IPC Crime,2019,7460
Andhra Pradesh,Rajahmundry,IPC Crime,2019,3662
Andhra Pradesh,Srikakulam,IPC Crime,2019,4150
Andhra Pradesh,Tirupathi,IPC Crime,2019,3356
Andhra Pradesh,Vijayawada,IPC Crime,2019,6206
Andhra Pradesh,Visakha,IPC Crime,2019,5662
Andhra Pradesh,Visakhapatnam,IPC Crime,2019,6329
Andhra Pradesh,Vizianagaram,IPC Crime,2019,3918
Andhra Pradesh,West Godavari,IPC Crime,2019,8955
Arunachal Pradesh,Anjaw,IPC Crime,2019,17
Arunachal Pradesh,Changlang,IPC Crime,2019,141
Arunachal Pradesh,Dibang Valley,IPC Crime,2019,11
Arunachal Pradesh,Kameng,IPC Crime,2019,114
Arunachal Pradesh,Kurung Kumey,IPC Crime,2019,65
Arunachal Pradesh,Lohit,IPC Crime,2019,83
Arunachal Pradesh,Longding,IPC Crime,2019,94
Arunachal Pradesh,Papum Pare City,IPC Crime,2019,766
Arunachal Pradesh,Papum Pare Rural,IPC Crime,2019,118
Arunachal Pradesh,Subansiri,IPC Crime,2019,61
Arunachal Pradesh,Tawang,IPC Crime,2019,48
Arunachal Pradesh,Tirap,IPC Crime,2019,49
Arunachal Pradesh,Namsai,IPC Crime,2019,104
Arunachal Pradesh,Kamle,IPC Crime,2019,19
Arunachal Pradesh,Kra Dadi,IPC Crime,2019,42
Arunachal Pradesh,Leparada,IPC Crime,2019,33
Arunachal Pradesh,Shiyomi,IPC Crime,2019,20
Arunachal Pradesh,Pakkessang,IPC Crime,2019,19
Assam,Barpeta,IPC Crime,2019,6447
Assam,Baksa,IPC Crime,2019,1555
Assam,Bongaigaon,IPC Crime,2019,2750
Assam,Cachar,IPC Crime,2019,6945
Assam,Chirang,IPC Crime,2019,1027
Assam,Darrang,IPC Crime,2019,4002
Assam,Dhemaji,IPC Crime,2019,1495
Assam,Dhubri,IPC Crime,2019,7877
Assam,Dibrugarh,IPC Crime,2019,4764
Assam,Goalpara,IPC Crime,2019,2918
Assam,Golaghat,IPC Crime,2019,3378
Assam,Guwahati ,IPC Crime,2019,19354
Assam,Hailakandi,IPC Crime,2019,2999
Assam,Hamren,IPC Crime,2019,259
Assam,Jorhat,IPC Crime,2019,5985
Assam,Kamrup,IPC Crime,2019,7188
Assam,Karbi Anglong,IPC Crime,2019,964
Assam,Karimganj,IPC Crime,2019,3131
Assam,Kokrajhar,IPC Crime,2019,1605
Assam,Lakhimpur,IPC Crime,2019,3441
Assam,Morigaon,IPC Crime,2019,3856
Assam,Dima Hasao,IPC Crime,2019,298
Assam,Nagaon,IPC Crime,2019,8313
Assam,Nalbari,IPC Crime,2019,2529
Assam,Sibsagar,IPC Crime,2019,3207
Assam,Sonitpur,IPC Crime,2019,4124
Assam,Tinsukia,IPC Crime,2019,4022
Assam,Udalguri,IPC Crime,2019,1232
Assam,Sadia,IPC Crime,2019,314
Assam,Majuli,IPC Crime,2019,222
Assam,Biswanath,IPC Crime,2019,1431
Assam,Hojai,IPC Crime,2019,3185
Assam,Salmara,IPC Crime,2019,1129
Assam,Charaideo,IPC Crime,2019,921
Bihar,Araria,IPC Crime,2019,4637
Bihar,Arwal,IPC Crime,2019,1167
Bihar,Aurangabad,IPC Crime,2019,3346
Bihar,Bagaha,IPC Crime,2019,1678
Bihar,Banka,IPC Crime,2019,3111
