State,District,Crimetype,Year,Cases
Bihar,Begusarai,IPC Crime,2019,4763
Bihar,Bettiah,IPC Crime,2019,5017
Bihar,Bhabhua,IPC Crime,2019,2570
Bihar,Bhagalpur,IPC Crime,2019,4877
Bihar,Bhojpur,IPC Crime,2019,5442
Bihar,Buxar,IPC Crime,2019,3048
Bihar,Darbhanga,IPC Crime,2019,5180
Bihar,Gaya,IPC Crime,2019,8284
Bihar,Gopalganj,IPC Crime,2019,4135
Bihar,Jamui,IPC Crime,2019,2893
Bihar,Jehanabad,IPC Crime,2019,2567
Bihar,Katihar,IPC Crime,2019,4080
Bihar,Khagaria,IPC Crime,2019,3096
Bihar,Kishanganj,IPC Crime,2019,1865
Bihar,Lakhisarai,IPC Crime,2019,1896
Bihar,Madhepura,IPC Crime,2019,3548
Bihar,Madhubani,IPC Crime,2019,5393
Bihar,Motihari,IPC Crime,2019,10443
Bihar,Munger,IPC Crime,2019,2746
Bihar,Muzaffarpur,IPC Crime,2019,11328
Bihar,Nalanda,IPC Crime,2019,7359
Bihar,Naugachia,IPC Crime,2019,1673
Bihar,Nawadah,IPC Crime,2019,4506
Bihar,Patna,IPC Crime,2019,24008
Bihar,Purnea,IPC Crime,2019,4270
Bihar,Rohtas,IPC Crime,2019,5877
Bihar,Saharsa,IPC Crime,2019,2855
Bihar,Samastipur,IPC Crime,2019,5313
Bihar,Saran,IPC Crime,2019,9912
Bihar,Sheikhpura,IPC Crime,2019,1037
Bihar,Sheohar,IPC Crime,2019,820
Bihar,Sitamarhi,IPC Crime,2019,5280
Bihar,Siwan,IPC Crime,2019,5032
Bihar,Supaul,IPC Crime,2019,3139
Bihar,Vaishali,IPC Crime,2019,6878
Chhattisgarh,Balod,IPC Crime,2019,1654
Chhattisgarh,Balodbazar,IPC Crime,2019,3249
Chhattisgarh,Balrampur,IPC Crime,2019,1264
Chhattisgarh,Bemetra,IPC Crime,2019,1654
Chhattisgarh,Bilaspur,IPC Crime,2019,6269
Chhattisgarh,Bizapur,IPC Crime,2019,417
Chhattisgarh,Dantewara,IPC Crime,2019,436
Chhattisgarh,Dhamtari,IPC Crime,2019,1563
Chhattisgarh,Durg,IPC Crime,2019,6582
Chhattisgarh,Gariyaband,IPC Crime,2019,958
Chhattisgarh,Jagdalpur,IPC Crime,2019,1507
Chhattisgarh,Janjgir,IPC Crime,2019,3050
Chhattisgarh,Jashpur,IPC Crime,2019,1209
Chhattisgarh,Kabirdham,IPC Crime,2019,1343
Chhattisgarh,Kanker,IPC Crime,2019,1185
Chhattisgarh,Kondagaon,IPC Crime,2019,610
Chhattisgarh,Korba,IPC Crime,2019,2552
Chhattisgarh,Koriya,IPC Crime,2019,1762
Chhattisgarh,Mahasamund,IPC Crime,2019,1774
Chhattisgarh,Mungali,IPC Crime,2019,1396
Chhattisgarh,Narayanpur,IPC Crime,2019,247
Chhattisgarh,Raigarh,IPC Crime,2019,3232
Chhattisgarh,Raipur,IPC Crime,2019,9299
Chhattisgarh,Rajnandgaon,IPC Crime,2019,3793
Chhattisgarh,Sarguja,IPC Crime,2019,1814
Chhattisgarh,Sukma,IPC Crime,2019,319
Chhattisgarh,Surajpur,IPC Crime,2019,1368
Goa,North Goa,IPC Crime,2019,1295
Goa,South Goa,IPC Crime,2019,1100
Gujarat,Ahmedabad,IPC Crime,2019,26845
Gujarat,Amreli,IPC Crime,2019,1903
Gujarat,Anand,IPC Crime,2019,3779
Gujarat,Arvalli,IPC Crime,2019,1868
Gujarat,Banaskantha,IPC Crime,2019,4374
Gujarat,Bharuch,IPC Crime,2019,2192
Gujarat,Bhavnagar,IPC Crime,2019,4020
Gujarat,Botad,IPC Crime,2019,2048
Gujarat,Chhotaudepur,IPC Crime,2019,938
Gujarat,Dahod,IPC Crime,2019,2231
Gujarat,Dang,IPC Crime,2019,151
Gujarat,Devbhumi Dwarka,IPC Crime,2019,1558
Gujarat,Gandhinagar,IPC Crime,2019,2571
Gujarat,Gir Somnath,IPC Crime,2019,1342
Gujarat,Jamnagar,IPC Crime,2019,2673
Gujarat,Junagadh,IPC Crime,2019,2496
Gujarat,Kachchh,IPC Crime,2019,2305
Gujarat,Kheda,IPC Crime,2019,2128
Gujarat,Mahisagar,IPC Crime,2019,835
Gujarat,Mehsana,IPC Crime,2019,3645
Gujarat,Morbi,IPC Crime,2019,3623
Gujarat,Narmada,IPC Crime,2019,761
Gujarat,Navsari,IPC Crime,2019,4970
Gujarat,Panchmahal,IPC Crime,2019,2296
Gujarat,Patan,IPC Crime,2019,2241
Gujarat,Porbandar,IPC Crime,2019,1192
Gujarat,Rajkot,IPC Crime,2019,2226
Gujarat,Sabarkantha,IPC Crime,2019,2554
Gujarat,Surat,IPC Crime,2019,22435
Gujarat,Surendranagar,IPC Crime,2019,2032
Gujarat,Tapi,IPC Crime,2019,1156
Gujarat,Vadodara,IPC Crime,2019,4521
Gujarat,Valsad,IPC Crime,2019,3460
Haryana,Ambala,IPC Crime,2019,3766
Haryana,Bhiwani,IPC Crime,2019,4173
Haryana,Faridabad,IPC Crime,2019,11717
Haryana,Fatehabad,IPC Crime,2019,3221
Haryana,Gurugram,IPC Crime,2019,14976
Haryana,Hissar,IPC Crime,2019,4317
Haryana,Jhajjar,IPC Crime,2019,3648
Haryana,Jind,IPC Crime,2019,4082
Haryana,Kaithal,IPC Crime,2019,3211
Haryana,Karnal,IPC Crime,2019,6424
Haryana,Kurukshetra,IPC Crime,2019,4258
Haryana,Mahendergarh,IPC Crime,2019,2797
Haryana,Nuh,IPC Crime,2019,3284
Haryana,Palwal,IPC Crime,2019,3744
Haryana,Panchkula,IPC Crime,2019,2316
Haryana,Panipat,IPC Crime,2019,6545
Haryana,Rewari,IPC Crime,2019,4254
Haryana,Rohtak,IPC Crime,2019,5986
Haryana,Sirsa,IPC Crime,2019,3671
Haryana,Sonipat,IPC Crime,2019,5159
Haryana,Yamunanagar,IPC Crime,2019,4576
Haryana,Charkhi Dadri,IPC Crime,2019,1110
Haryana,Hansi,IPC Crime,2019,1635
Himachal Pradesh,Baddi,IPC Crime,2019,714
Himachal Pradesh,Bilaspur,IPC Crime,2019,1203
Himachal Pradesh,Chamba,IPC Crime,2019,758
Himachal Pradesh,Hamirpur,IPC Crime,2019,752
Himachal Pradesh,Kangra,IPC Crime,2019,2771
Himachal Pradesh,Kinnaur,IPC Crime,2019,214
Himachal Pradesh,Kullu,IPC Crime,2019,976
Himachal Pradesh,Lahaul & Spiti,IPC Crime,2019,74
Himachal Pradesh,Mandi,IPC Crime,2019,2155
Himachal Pradesh,Shimla,IPC Crime,2019,2088
Himachal Pradesh,Sirmaur,IPC Crime,2019,1086
Himachal Pradesh,Solan,IPC Crime,2019,731
Himachal Pradesh,Una,IPC Crime,2019,871
Jammu & Kashmir,Anantnag,IPC Crime,2019,826
Jammu & Kashmir,Awantipora,IPC Crime,2019,292
Jammu & Kashmir,Bandipora,IPC Crime,2019,382
Jammu & Kashmir,Baramulla,IPC Crime,2019,1011
Jammu & Kashmir,Budgam,IPC Crime,2019,1198
Jammu & Kashmir,Doda,IPC Crime,2019,642
Jammu & Kashmir,Ganderbal,IPC Crime,2019,459
Jammu & Kashmir,Handwara,IPC Crime,2019,591
Jammu & Kashmir,Jammu,IPC Crime,2019,4200
Jammu & Kashmir,Kargil,IPC Crime,2019,126
Jammu & Kashmir,Kathua,IPC Crime,2019,879
Jammu & Kashmir,Kishtwar,IPC Crime,2019,356
Jammu & Kashmir,Kulgam,IPC Crime,2019,765
Jammu & Kashmir,Kupwara,IPC Crime,2019,653
Jammu & Kashmir,Leh,IPC Crime,2019,203
Jammu & Kashmir,Poonch,IPC Crime,2019,811
Jammu & Kashmir,Pulwama,IPC Crime,2019,422
Jammu & Kashmir,Rajouri,IPC Crime,2019,1808
Jammu & Kashmir,Ramban,IPC Crime,2019,703
Jammu & Kashmir,Reasi,IPC Crime,2019,641
Jammu & Kashmir,Samba,IPC Crime,2019,826
Jammu & Kashmir,Shopian,IPC Crime,2019,351
Jammu & Kashmir,Sopore,IPC Crime,2019,682
Jammu & Kashmir,Srinagar,IPC Crime,2019,2215
Jammu & Kashmir,Udhampur,IPC Crime,2019,1242
Jharkhand,Bokaro,IPC Crime,2019,3135
Jharkhand,Chaibasa,IPC Crime,2019,1006
Jharkhand,Chatra,IPC Crime,2019,1500
Jharkhand,Deoghar,IPC Crime,2019,3177
Jharkhand,Dhanbad,IPC Crime,2019,3432
Jharkhand,Dumka,IPC Crime,2019,1385
Jharkhand,Garhwa,IPC Crime,2019,2816
Jharkhand,Giridih,IPC Crime,2019,3141
Jharkhand,Godda,IPC Crime,2019,2012
Jharkhand,Gumla,IPC Crime,2019,1092
Jharkhand,Hazaribagh,IPC Crime,2019,3416
Jharkhand,Jamshedpur,IPC Crime,2019,3601
Jharkhand,Jamtara,IPC Crime,2019,800
Jharkhand,Khunti,IPC Crime,2019,443
Jharkhand,Koderma,IPC Crime,2019,1027
Jharkhand,Latehar,IPC Crime,2019,761
Jharkhand,Lohardagga,IPC Crime,2019,675
Jharkhand,Pakur,IPC Crime,2019,801
Jharkhand,Palamu,IPC Crime,2019,2665
Jharkhand,Ramgarh,IPC Crime,2019,1023
Jharkhand,Ranchi,IPC Crime,2019,6194
Jharkhand,Sahebganj,IPC Crime,2019,3586
Jharkhand,Saraikela,IPC Crime,2019,1267
Jharkhand,Simdega,IPC Crime,2019,452
Karnataka,Bagalkot,IPC Crime,2019,1980
Karnataka,Bengaluru,IPC Crime,2019,27251
Karnataka,Ballari,IPC Crime,2019,3221
Karnataka,Bidar,IPC Crime,2019,3231
Karnataka,Vijayapura,IPC Crime,2019,2570
Karnataka,Chikkaballapura,IPC Crime,2019,2100
Karnataka,Chamarajnagar,IPC Crime,2019,1754
Karnataka,Chikkamagaluru,IPC Crime,2019,2689
Karnataka,Chitradurga,IPC Crime,2019,3106
Karnataka,Dakshina Kannada,IPC Crime,2019,1751
Karnataka,Davanagere,IPC Crime,2019,2940
Karnataka,Dharwad,IPC Crime,2019,825
Karnataka,Gadag,IPC Crime,2019,992
Karnataka,Kalaburgi,IPC Crime,2019,2380
Karnataka,Hassan,IPC Crime,2019,4710
Karnataka,Haveri,IPC Crime,2019,1989
Karnataka,Hubballi Dharwad,IPC Crime,2019,1444
Karnataka,Kodagu,IPC Crime,2019,1503
Karnataka,Kolar,IPC Crime,2019,1771
Karnataka,Koppal,IPC Crime,2019,1744
Karnataka,Mandya,IPC Crime,2019,4927
Karnataka,Mangaluru,IPC Crime,2019,2386
Karnataka,Mysuru,IPC Crime,2019,2638
Karnataka,Raichur,IPC Crime,2019,2384
Karnataka,Ramanagara,IPC Crime,2019,3467
Karnataka,Shimoga,IPC Crime,2019,4414
Karnataka,Tumakuru,IPC Crime,2019,4814
Karnataka,Udupi,IPC Crime,2019,2312
Karnataka,Uttara Kannada,IPC Crime,2019,2422
Karnataka,Yadgiri,IPC Crime,2019,1360
Karnataka,Belagavi,IPC Crime,2019,1675
Karnataka,Kalaburgi City,IPC Crime,2019,1630
Kerala,Alapuzha,IPC Crime,2019,16486
Kerala,Ernakulam,IPC Crime,2019,14506
Kerala,Idukki,IPC Crime,2019,6511
Kerala,Kannur,IPC Crime,2019,6255
Kerala,Kasargod,IPC Crime,2019,3344
Kerala,Kollam,IPC Crime,2019,7272
Kerala,Kottayam,IPC Crime,2019,9381
Kerala,Kozhikode,IPC Crime,2019,5050
Kerala,Malappuram,IPC Crime,2019,7093
Kerala,Palakkad,IPC Crime,2019,9545
Kerala,Pathanamthitta,IPC Crime,2019,6100
Kerala,Thrissur,IPC Crime,2019,6615
Kerala,Trivandrum,IPC Crime,2019,22248
Kerala,Wayanadu,IPC Crime,2019,2554
Madhya Pradesh,Agar,IPC Crime,2019,1484
Madhya Pradesh,Alirajpur,IPC Crime,2019,2076
Madhya Pradesh,Anuppur,IPC Crime,2019,2111
Madhya Pradesh,Ashok Nagar,IPC Crime,2019,2486
Madhya Pradesh,Balaghat,IPC Crime,2019,3927
Madhya Pradesh,Barwani,IPC Crime,2019,2438
Madhya Pradesh,Betul,IPC Crime,2019,3877
Madhya Pradesh,Bhind,IPC Crime,2019,4737
Madhya Pradesh,Bhopal,IPC Crime,2019,17686
Madhya Pradesh,Burhanpur,IPC Crime,2019,1391
Madhya Pradesh,Chhatarpur,IPC Crime,2019,4846
Madhya Pradesh,Chhindwara,IPC Crime,2019,4852
Madhya Pradesh,Damoh,IPC Crime,2019,3437
Madhya Pradesh,Datia,IPC Crime,2019,2799
Madhya Pradesh,Dewas,IPC Crime,2019,6280
Madhya Pradesh,Dhar,IPC Crime,2019,6710
Madhya Pradesh,Dindori,IPC Crime,2019,1917
Madhya Pradesh,Guna,IPC Crime,2019,4651
Madhya Pradesh,Gwalior,IPC Crime,2019,12351
Madhya Pradesh,Harda,IPC Crime,2019,1754
Madhya Pradesh,Hoshangabad,IPC Crime,2019,3976
Madhya Pradesh,Indore,IPC Crime,2019,17614
Madhya Pradesh,Jabalpur,IPC Crime,2019,11253
Madhya Pradesh,Jhabua,IPC Crime,2019,2232
Madhya Pradesh,Katni,IPC Crime,2019,3927
Madhya Pradesh,Khandwa,IPC Crime,2019,3193
Madhya Pradesh,Khargone,IPC Crime,2019,3999
Madhya Pradesh,Mandla,IPC Crime,2019,1772
Madhya Pradesh,Mandsaur,IPC Crime,2019,3397
Madhya Pradesh,Morena,IPC Crime,2019,6255
Madhya Pradesh,Narsinghpur,IPC Crime,2019,2833
Madhya Pradesh,Neemuch,IPC Crime,2019,2068
Madhya Pradesh,Panna,IPC Crime,2019,2229
Madhya Pradesh,Raisen,IPC Crime,2019,4010
Madhya Pradesh,Rajgarh,IPC Crime,2019,4680
Madhya Pradesh,Ratlam,IPC Crime,2019,5615
Madhya Pradesh,Rewa,IPC Crime,2019,8860
Madhya Pradesh,Sagar,IPC Crime,2019,7243
Madhya Pradesh,Satna,IPC Crime,2019,6823
Madhya Pradesh,Seoni,IPC Crime,2019,3341
Madhya Pradesh,Shahdol,IPC Crime,2019,4002
Madhya Pradesh,Shajapur,IPC Crime,2019,2442
Madhya Pradesh,Sheopur,IPC Crime,2019,1102
Madhya Pradesh,Shivpuri,IPC Crime,2019,4854
Madhya Pradesh,Sidhi,IPC Crime,2019,3557
Madhya Pradesh,Sehore,IPC Crime,2019,4425
Madhya Pradesh,Singrauli,IPC Crime,2019,3288
Madhya Pradesh,Tikamgarh,IPC Crime,2019,2660
Madhya Pradesh,Ujjain,IPC Crime,2019,9951
Madhya Pradesh,Umaria,IPC Crime,2019,1373
Madhya Pradesh,Vidisha,IPC Crime,2019,4954
Madhya Pradesh,Niwari,IPC Crime,2019,1314
Maharashtra,Ahmednagar,IPC Crime,2019,12543
Maharashtra,Akola,IPC Crime,2019,5217
Maharashtra,Amravati,IPC Crime,2019,5035
Maharashtra,Aurangabad,IPC Crime,2019,5636
Maharashtra,Beed,IPC Crime,2019,4461
Maharashtra,Bhandara,IPC Crime,2019,3060
Maharashtra,Buldhana,IPC Crime,2019,7714
Maharashtra,Chandrapur,IPC Crime,2019,7124
Maharashtra,Dhule,IPC Crime,2019,4283
Maharashtra,Gadchiroli,IPC Crime,2019,1268
Maharashtra,Gondia,IPC Crime,2019,2802
Maharashtra,Hingoli,IPC Crime,2019,2945
Maharashtra,Jalgaon,IPC Crime,2019,6286
Maharashtra,Jalna,IPC Crime,2019,4601
Maharashtra,Kolhapur,IPC Crime,2019,6379
Maharashtra,Latur,IPC Crime,2019,4677
Maharashtra,Mumbai,IPC Crime,2019,40684
Maharashtra,Nagpur,IPC Crime,2019,10555
Maharashtra,Nanded,IPC Crime,2019,6674
Maharashtra,Nandurbar,IPC Crime,2019,2301
Maharashtra,Nasik,IPC Crime,2019,6025
Maharashtra,Navi Mumbai,IPC Crime,2019,5720
Maharashtra,Osmanabad,IPC Crime,2019,3409
Maharashtra,Palghar,IPC Crime,2019,6678
Maharashtra,Parbhani,IPC Crime,2019,4367
Maharashtra,Pune,IPC Crime,2019,13147
Maharashtra,Raigad,IPC Crime,2019,2697
Maharashtra,Ratnagiri,IPC Crime,2019,1917
Maharashtra,Sangli,IPC Crime,2019,7277
Maharashtra,Satara,IPC Crime,2019,6705
Maharashtra,Sindhudurg,IPC Crime,2019,1197
Maharashtra,Solapur,IPC Crime,2019,3530
Maharashtra,Thane,IPC Crime,2019,12398
Maharashtra,Wardha,IPC Crime,2019,4619
Maharashtra,Washim,IPC Crime,2019,3002
Maharashtra,Yavatmal,IPC Crime,2019,7167
Maharashtra,Pimpri Chinchwad,IPC Crime,2019,11295
Manipur,Bishnupur,IPC Crime,2019,227
Manipur,Chandel,IPC Crime,2019,14
Manipur,Churachandpur,IPC Crime,2019,164
Manipur,Imphal,IPC Crime,2019,610
Manipur,Senapati,IPC Crime,2019,31
Manipur,Tamenglong,IPC Crime,2019,29
Manipur,Thoubal,IPC Crime,2019,349
Manipur,Ukhrul,IPC Crime,2019,36
Manipur,Kakching,IPC Crime,2019,115
Manipur,Kamjong,IPC Crime,2019,4
Manipur,Kangpokpi,IPC Crime,2019,65
Manipur,Jiribam,IPC Crime,2019,40
Manipur,Noney,IPC Crime,2019,65
Manipur,Pherzawl,IPC Crime,2019,6
Manipur,Tengnoupal,IPC Crime,2019,50
Manipur,Narcotic,IPC Crime,2019,0
Meghalaya,Garo Hills,IPC Crime,2019,106
Meghalaya,Jaintia Hills,IPC Crime,2019,195
Meghalaya,Khasi Hills,IPC Crime,2019,1327
Meghalaya,Ri-Bhoi,IPC Crime,2019,410
Mizoram,Aizawl,IPC Crime,2019,1516
Mizoram,Champhai,IPC Crime,2019,92
Mizoram,Kolasib,IPC Crime,2019,267
Mizoram,Lawngtlai,IPC Crime,2019,67
Mizoram,Lunglei,IPC Crime,2019,188
Mizoram,Mamit,IPC Crime,2019,120
Mizoram,Saiha,IPC Crime,2019,64
Mizoram,Serchhip,IPC Crime,2019,65
Nagaland,Dimapur,IPC Crime,2019,694
Nagaland,Kiphire,IPC Crime,2019,6
Nagaland,Kohima,IPC Crime,2019,106
Nagaland,Longleng,IPC Crime,2019,23
Nagaland,Mokokchung,IPC Crime,2019,44
Nagaland,Mon,IPC Crime,2019,98
Nagaland,Peren,IPC Crime,2019,21
Nagaland,Phek,IPC Crime,2019,19
Nagaland,Tuensang,IPC Crime,2019,42
Nagaland,Wokha,IPC Crime,2019,34
Nagaland,Zunheboto,IPC Crime,2019,30
Odisha,Angul,IPC Crime,2019,4287
Odisha,Balasore,IPC Crime,2019,5222
Odisha,Baragarh,IPC Crime,2019,2567
Odisha,Berhampur,IPC Crime,2019,1983
Odisha,Bhadrak,IPC Crime,2019,3944
Odisha,Bolangir,IPC Crime,2019,4197
Odisha,Boudh,IPC Crime,2019,836
Odisha,Cuttack,IPC Crime,2019,3508
Odisha,Deogarh,IPC Crime,2019,559
Odisha,Dhenkanal,IPC Crime,2019,2545
Odisha,Gajapati,IPC Crime,2019,645
Odisha,Ganjam,IPC Crime,2019,3853
Odisha,Jagatsinghpur,IPC Crime,2019,2403
Odisha,Jajpur,IPC Crime,2019,4743
Odisha,Jharsuguda,IPC Crime,2019,1746
Odisha,Kalahandi,IPC Crime,2019,2842
Odisha,Kandhamal,IPC Crime,2019,1110
Odisha,Kendrapara,IPC Crime,2019,2997
Odisha,Keonjhar,IPC Crime,2019,3415
Odisha,Khurda,IPC Crime,2019,2135
Odisha,Koraput,IPC Crime,2019,2202
Odisha,Malkangiri,IPC Crime,2019,1004
Odisha,Mayurbhanj,IPC Crime,2019,3274
Odisha,Nayagarh,IPC Crime,2019,1752
Odisha,Nabarangpur,IPC Crime,2019,1449
Odisha,Nuapada,IPC Crime,2019,1462
Odisha,Puri,IPC Crime,2019,4444
Odisha,Rayagada,IPC Crime,2019,1640
Odisha,Rourkela,IPC Crime,2019,2653
Odisha,Sambalpur,IPC Crime,2019,4252
Odisha,Sonepur,IPC Crime,2019,1148
Odisha,Sundargarh,IPC Crime,2019,1835
Punjab,Barnala,IPC Crime,2019,1105
Punjab,Batala,IPC Crime,2019,919
Punjab,Bathinda,IPC Crime,2019,2236
Punjab,Amritsar,IPC Crime,2019,2589
Punjab,Jalandhar,IPC Crime,2019,1687
Punjab,Ludhiana,IPC Crime,2019,5230
Punjab,Faridkot,IPC Crime,2019,875
Punjab,Fatehgarh Sahib,IPC Crime,2019,1060
Punjab,Fazilka,IPC Crime,2019,1108
Punjab,Ferozepur,IPC Crime,2019,1347
Punjab,Gurdaspur,IPC Crime,2019,755
Punjab,Hoshiarpur,IPC Crime,2019,1765
Punjab,Kapurthala,IPC Crime,2019,1606
Punjab,Khanna,IPC Crime,2019,993
Punjab,Mansa,IPC Crime,2019,1159
Punjab,Moga,IPC Crime,2019,1236
Punjab,Muktsar,IPC Crime,2019,1333
Punjab,Pathankot,IPC Crime,2019,516
Punjab,Patiala,IPC Crime,2019,3291
Punjab,Ropar,IPC Crime,2019,1072
Punjab,Sangrur,IPC Crime,2019,2747
Punjab,SAS Nagar,IPC Crime,2019,2925
Punjab,SBS Nagar,IPC Crime,2019,820
Punjab,Tarn Taran,IPC Crime,2019,1663
Rajasthan,Ajmer,IPC Crime,2019,8959
Rajasthan,Alwar,IPC Crime,2019,8496
Rajasthan,Banswara,IPC Crime,2019,3408
Rajasthan,Baran,IPC Crime,2019,4556
Rajasthan,Barmer,IPC Crime,2019,4945
Rajasthan,Bharatpur,IPC Crime,2019,10772
Rajasthan,Bhilwara,IPC Crime,2019,7063
Rajasthan,Bikaner,IPC Crime,2019,5322
Rajasthan,Bundi,IPC Crime,2019,3681
Rajasthan,Chittorgarh,IPC Crime,2019,4842
Rajasthan,Churu,IPC Crime,2019,4143
Rajasthan,Dausa,IPC Crime,2019,5163
Rajasthan,Dholpur,IPC Crime,2019,4004
Rajasthan,Dungarpur,IPC Crime,2019,2163
Rajasthan,Ganganagar,IPC Crime,2019,6266
Rajasthan,Hanumangarh,IPC Crime,2019,4631
Rajasthan,Jaipur,IPC Crime,2019,4234
Rajasthan,Jaisalmer,IPC Crime,2019,1883
Rajasthan,Jalore,IPC Crime,2019,3076
Rajasthan,Jhalawar,IPC Crime,2019,5033
Rajasthan,Jhunjhunu,IPC Crime,2019,6018
Rajasthan,Jodhpur,IPC Crime,2019,3510
Rajasthan,Karauli,IPC Crime,2019,4561
Rajasthan,Kota,IPC Crime,2019,5718
Rajasthan,Nagaur,IPC Crime,2019,5908
Rajasthan,Pali,IPC Crime,2019,6474
Rajasthan,Pratapgarh,IPC Crime,2019,2429
Rajasthan,Rajsamand,IPC Crime,2019,3548
Rajasthan,Sawai Madhopur,IPC Crime,2019,4954
Rajasthan,Sikar,IPC Crime,2019,8602
Rajasthan,Sirohi,IPC Crime,2019,2363
Rajasthan,Tonk,IPC Crime,2019,5154
Rajasthan,Udaipur,IPC Crime,2019,7901
Rajasthan,Bhiwadi,IPC Crime,2019,6982
Sikkim,East,IPC Crime,2019,327
Sikkim,North,IPC Crime,2019,37
Sikkim,South,IPC Crime,2019,210
Sikkim,West,IPC Crime,2019,58
Tamil Nadu,Ariyalur,IPC Crime,2019,1573
Tamil Nadu,Chennai,IPC Crime,2019,18108
Tamil Nadu,Coimbatore,IPC Crime,2019,4261
Tamil Nadu,Cuddalore,IPC Crime,2019,6035
Tamil Nadu,Dharmapuri,IPC Crime,2019,2578
Tamil Nadu,Dindigul,IPC Crime,2019,4986
Tamil Nadu,Erode,IPC Crime,2019,4230
Tamil Nadu,Kanchipuram,IPC Crime,2019,7213
Tamil Nadu,Kanyakumari,IPC Crime,2019,4854
Tamil Nadu,Karur,IPC Crime,2019,1986
Tamil Nadu,Krishnagiri,IPC Crime,2019,3750
Tamil Nadu,Madurai,IPC Crime,2019,4375
Tamil Nadu,Nagapattinam,IPC Crime,2019,3932
Tamil Nadu,Namakkal,IPC Crime,2019,3258
Tamil Nadu,Nilgiris,IPC Crime,2019,795
Tamil Nadu,Perambalur,IPC Crime,2019,1110
Tamil Nadu,Pudukottai,IPC Crime,2019,3088
Tamil Nadu,Ramnathapuram,IPC Crime,2019,3332
Tamil Nadu,Salem,IPC Crime,2019,4528
Tamil Nadu,Sivagangai,IPC Crime,2019,3934
Tamil Nadu,Thanjavur,IPC Crime,2019,5746
Tamil Nadu,Theni,IPC Crime,2019,3424
Tamil Nadu,Thirunelveli,IPC Crime,2019,9252
Tamil Nadu,Thiruvallur,IPC Crime,2019,3927
Tamil Nadu,Thiruvannamalai,IPC Crime,2019,4476
Tamil Nadu,Thiruvarur,IPC Crime,2019,3022
Tamil Nadu,Thoothukudi,IPC Crime,2019,4503
Tamil Nadu,Tiruppur,IPC Crime,2019,3757
Tamil Nadu,Trichy,IPC Crime,2019,3870
Tamil Nadu,Vellore,IPC Crime,2019,7820
Tamil Nadu,Villupuram,IPC Crime,2019,7701
Tamil Nadu,Virudhunagar,IPC Crime,2019,3931
Telangana,Hyderabad,IPC Crime,2019,15333
Telangana,Karimnagar,IPC Crime,2019,3277
Telangana,Khammam,IPC Crime,2019,5014
Telangana,Nizamabad,IPC Crime,2019,4203
Telangana,Rachakonda,IPC Crime,2019,16156
Telangana,Ramagundam,IPC Crime,2019,5029
Telangana,Siddipet,IPC Crime,2019,3502
Telangana,Warangal,IPC Crime,2019,6219
Telangana,Adilabad,IPC Crime,2019,1460
Telangana,Bhadradri Kothagudem,IPC Crime,2019,3473
Telangana,Jagityal,IPC Crime,2019,2893
Telangana,Jayashankar Bhupalpalli,IPC Crime,2019,1443
Telangana,Jogulamba Gadwal,IPC Crime,2019,1444
Telangana,Kamareddy,IPC Crime,2019,2251
Telangana,Kumaram Bheem Asifabad,IPC Crime,2019,1306
Telangana,Mahabubabad,IPC Crime,2019,1713
Telangana,Mahabubnagar,IPC Crime,2019,1998
Telangana,Medak,IPC Crime,2019,1890
Telangana,Nagarkurnool,IPC Crime,2019,1753
Telangana,Nalgonda,IPC Crime,2019,4780
Telangana,Nirmal,IPC Crime,2019,1469
Telangana,Rajanna Siricilla,IPC Crime,2019,1825
Telangana,Sangareddy,IPC Crime,2019,3665
Telangana,Suryapet,IPC Crime,2019,3825
Telangana,Vikarabad,IPC Crime,2019,2097
Telangana,Wanaparthy,IPC Crime,2019,1082
Telangana,Mulug,IPC Crime,2019,748
Telangana,Narayanpet,IPC Crime,2019,853
Tripura,Dhalai,IPC Crime,2019,311
Tripura,Gomati,IPC Crime,2019,563
Tripura,Kowai,IPC Crime,2019,391
Tripura,North,IPC Crime,2019,397
Tripura,Sipahijala,IPC Crime,2019,625
Tripura,South,IPC Crime,2019,682
Tripura,Unakoti,IPC Crime,2019,329
Tripura,West,IPC Crime,2019,2021
Uttar Pradesh,Agra,IPC Crime,2019,9899
Uttar Pradesh,Aligarh,IPC Crime,2019,7047
Uttar Pradesh,Prayagraj,IPC Crime,2019,16218
Uttar Pradesh,Ambedkar Nagar,IPC Crime,2019,3181
Uttar Pradesh,Amethi,IPC Crime,2019,3580
Uttar Pradesh,Amroha,IPC Crime,2019,2779
Uttar Pradesh,Auraiya,IPC Crime,2019,2494
Uttar Pradesh,Azamgarh,IPC Crime,2019,4207
Uttar Pradesh,Badaun,IPC Crime,2019,3247
Uttar Pradesh,Baghpat,IPC Crime,2019,2655
Uttar Pradesh,Bahraich,IPC Crime,2019,7061
Uttar Pradesh,Ballia,IPC Crime,2019,1504
Uttar Pradesh,Balrampur,IPC Crime,2019,1698
Uttar Pradesh,Banda,IPC Crime,2019,1746
Uttar Pradesh,Barabanki,IPC Crime,2019,6257
Uttar Pradesh,Bareilly,IPC Crime,2019,8051
Uttar Pradesh,Basti,IPC Crime,2019,2168
Uttar Pradesh,Bijnor,IPC Crime,2019,3849
Uttar Pradesh,Bulandshahar,IPC Crime,2019,6371
