State,District,Crime,Year,Count
Andhra Pradesh,Anantapur,Cybercrime,2018,52
Andhra Pradesh,Chittoor,Cybercrime,2018,10
Andhra Pradesh,Cuddapah,Cybercrime,2018,4
Andhra Pradesh,Godavari,Cybercrime,2018,16
Andhra Pradesh,Guntur,Cybercrime,2018,58
Andhra Pradesh,Krishna,Cybercrime,2018,26
Andhra Pradesh,Kurnool,Cybercrime,2018,40
Andhra Pradesh,Nellore,Cybercrime,2018,38
Andhra Pradesh,Prakasham,Cybercrime,2018,61
Andhra Pradesh,Rajahmundry,Cybercrime,2018,25
Andhra Pradesh,Srikakulam,Cybercrime,2018,39
Andhra Pradesh,Tirupathi,Cybercrime,2018,39
Andhra Pradesh,Vijayawada,Cybercrime,2018,181
Andhra Pradesh,Visakha,Cybercrime,2018,0
Andhra Pradesh,Visakhapatnam,Cybercrime,2018,427
Andhra Pradesh,Vizianagaram,Cybercrime,2018,53
Andhra Pradesh,West Godavari,Cybercrime,2018,83
Arunachal Pradesh,Anjaw,Cybercrime,2018,0
Arunachal Pradesh,Changlang,Cybercrime,2018,0
Arunachal Pradesh,Dibang Valley,Cybercrime,2018,0
Arunachal Pradesh,Kameng,Cybercrime,2018,0
Arunachal Pradesh,Kurung Kumey,Cybercrime,2018,0
Arunachal Pradesh,Lohit,Cybercrime,2018,0
Arunachal Pradesh,Longding,Cybercrime,2018,0
Arunachal Pradesh,Papum Pare City,Cybercrime,2018,4
Arunachal Pradesh,Papum Pare Rural,Cybercrime,2018,0
Arunachal Pradesh,Subansiri,Cybercrime,2018,0
Arunachal Pradesh,Tawang,Cybercrime,2018,0
Arunachal Pradesh,Tirap,Cybercrime,2018,0
Arunachal Pradesh,Namsai,Cybercrime,2018,0
Arunachal Pradesh,Kamle,Cybercrime,2018,0
Arunachal Pradesh,Leparada,Cybercrime,2018,0
Assam,Barpeta,Cybercrime,2018,131
Assam,Baksa,Cybercrime,2018,38
Assam,Bongaigaon,Cybercrime,2018,35
Assam,Cachar,Cybercrime,2018,100
Assam,Chirang,Cybercrime,2018,13
Assam,Darrang,Cybercrime,2018,59
Assam,Dhemaji,Cybercrime,2018,14
Assam,Dhubri,Cybercrime,2018,0
Assam,Dibrugarh,Cybercrime,2018,173
Assam,Goalpara,Cybercrime,2018,47
Assam,Golaghat,Cybercrime,2018,64
Assam,Guwahati ,Cybercrime,2018,455
Assam,Hailakandi,Cybercrime,2018,17
Assam,Hamren,Cybercrime,2018,4
Assam,Jorhat,Cybercrime,2018,104
Assam,Kamrup,Cybercrime,2018,105
Assam,Karbi Anglong,Cybercrime,2018,23
Assam,Karimganj,Cybercrime,2018,237
Assam,Kokrajhar,Cybercrime,2018,0
Assam,Lakhimpur,Cybercrime,2018,18
Assam,Morigaon,Cybercrime,2018,0
Assam,Dima Hasao,Cybercrime,2018,15
Assam,Nagaon,Cybercrime,2018,0
Assam,Nalbari,Cybercrime,2018,22
Assam,Sibsagar,Cybercrime,2018,62
Assam,Sonitpur,Cybercrime,2018,86
Assam,Tinsukia,Cybercrime,2018,115
Assam,Udalguri,Cybercrime,2018,16
Assam,Sadia,Cybercrime,2018,5
Assam,Majuli,Cybercrime,2018,3
Assam,Biswanath,Cybercrime,2018,0
Assam,Hojai,Cybercrime,2018,38
Assam,Salmara,Cybercrime,2018,10
Assam,Charaideo,Cybercrime,2018,12
Bihar,Araria,Cybercrime,2018,11
Bihar,Arwal,Cybercrime,2018,1
Bihar,Aurangabad,Cybercrime,2018,0
Bihar,Bagaha,Cybercrime,2018,0
Bihar,Banka,Cybercrime,2018,0
Bihar,Begusarai,Cybercrime,2018,0
Bihar,Bettiah,Cybercrime,2018,23
Bihar,Bhabhua,Cybercrime,2018,0
Bihar,Bhagalpur,Cybercrime,2018,0
Bihar,Bhojpur,Cybercrime,2018,6
Bihar,Buxar,Cybercrime,2018,0
Bihar,Darbhanga,Cybercrime,2018,9
Bihar,Gaya,Cybercrime,2018,2
Bihar,Gopalganj,Cybercrime,2018,11
Bihar,Jamui,Cybercrime,2018,0
Bihar,Jehanabad,Cybercrime,2018,0
Bihar,Katihar,Cybercrime,2018,2
Bihar,Khagaria,Cybercrime,2018,0
Bihar,Kishanganj,Cybercrime,2018,1
Bihar,Lakhisarai,Cybercrime,2018,0
Bihar,Madhepura,Cybercrime,2018,0
Bihar,Madhubani,Cybercrime,2018,0
Bihar,Motihari,Cybercrime,2018,1
Bihar,Munger,Cybercrime,2018,31
Bihar,Muzaffarpur,Cybercrime,2018,33
Bihar,Nalanda,Cybercrime,2018,6
Bihar,Naugachia,Cybercrime,2018,0
Bihar,Nawadah,Cybercrime,2018,6
Bihar,Patna,Cybercrime,2018,119
Bihar,Purnea,Cybercrime,2018,8
Bihar,Rohtas,Cybercrime,2018,0
Bihar,Saharsa,Cybercrime,2018,0
Bihar,Samastipur,Cybercrime,2018,23
Bihar,Saran,Cybercrime,2018,19
Bihar,Sheikhpura,Cybercrime,2018,0
Bihar,Sheohar,Cybercrime,2018,4
Bihar,Sitamarhi,Cybercrime,2018,47
Bihar,Siwan,Cybercrime,2018,0
Bihar,Supaul,Cybercrime,2018,0
Bihar,Vaishali,Cybercrime,2018,10
Chhattisgarh,Balod,Cybercrime,2018,5
Chhattisgarh,Balodbazar,Cybercrime,2018,5
Chhattisgarh,Balrampur,Cybercrime,2018,0
Chhattisgarh,Bemetra,Cybercrime,2018,4
Chhattisgarh,Bilaspur,Cybercrime,2018,6
Chhattisgarh,Bizapur,Cybercrime,2018,0
Chhattisgarh,Dantewara,Cybercrime,2018,5
Chhattisgarh,Dhamtari,Cybercrime,2018,13
Chhattisgarh,Durg,Cybercrime,2018,10
Chhattisgarh,Gariyaband,Cybercrime,2018,1
Chhattisgarh,Jagdalpur,Cybercrime,2018,0
Chhattisgarh,Janjgir,Cybercrime,2018,0
Chhattisgarh,Jashpur,Cybercrime,2018,3
Chhattisgarh,Kabirdham,Cybercrime,2018,9
Chhattisgarh,Kanker,Cybercrime,2018,9
Chhattisgarh,Kondagaon,Cybercrime,2018,0
Chhattisgarh,Korba,Cybercrime,2018,16
Chhattisgarh,Koriya,Cybercrime,2018,3
Chhattisgarh,Mahasamund,Cybercrime,2018,2
Chhattisgarh,Mungali,Cybercrime,2018,0
Chhattisgarh,Narayanpur,Cybercrime,2018,0
Chhattisgarh,Raigarh,Cybercrime,2018,4
Chhattisgarh,Raipur,Cybercrime,2018,29
Chhattisgarh,Rajnandgaon,Cybercrime,2018,1
Chhattisgarh,Sarguja,Cybercrime,2018,5
Chhattisgarh,Sukma,Cybercrime,2018,0
Chhattisgarh,Surajpur,Cybercrime,2018,9
Goa,North Goa,Cybercrime,2018,1
Goa,South Goa,Cybercrime,2018,1
Gujarat,Ahmedabad,Cybercrime,2018,212
Gujarat,Amreli,Cybercrime,2018,23
Gujarat,Anand,Cybercrime,2018,7
Gujarat,Arvalli,Cybercrime,2018,2
Gujarat,Banaskantha,Cybercrime,2018,16
Gujarat,Bharuch,Cybercrime,2018,12
Gujarat,Bhavnagar,Cybercrime,2018,12
Gujarat,Botad,Cybercrime,2018,5
Gujarat,Chhotaudepur,Cybercrime,2018,1
Gujarat,Dahod,Cybercrime,2018,8
Gujarat,Dang,Cybercrime,2018,0
Gujarat,Devbhumi Dwarka,Cybercrime,2018,1
Gujarat,Gandhinagar,Cybercrime,2018,19
Gujarat,Gir Somnath,Cybercrime,2018,9
Gujarat,Jamnagar,Cybercrime,2018,12
Gujarat,Junagadh,Cybercrime,2018,27
Gujarat,Kachchh,Cybercrime,2018,7
Gujarat,Kheda,Cybercrime,2018,1
Gujarat,Mahisagar,Cybercrime,2018,0
Gujarat,Mehsana,Cybercrime,2018,13
Gujarat,Morbi,Cybercrime,2018,8
Gujarat,Narmada,Cybercrime,2018,0
Gujarat,Navsari,Cybercrime,2018,10
Gujarat,Panchmahal,Cybercrime,2018,4
Gujarat,Patan,Cybercrime,2018,4
Gujarat,Porbandar,Cybercrime,2018,5
Gujarat,Rajkot,Cybercrime,2018,7
Gujarat,Sabarkantha,Cybercrime,2018,30
Gujarat,Surat,Cybercrime,2018,155
Gujarat,Surendranagar,Cybercrime,2018,6
Gujarat,Tapi,Cybercrime,2018,4
Gujarat,Vadodara,Cybercrime,2018,15
Gujarat,Valsad,Cybercrime,2018,11
Haryana,Ambala,Cybercrime,2018,26
Haryana,Bhiwani,Cybercrime,2018,17
Haryana,Faridabad,Cybercrime,2018,17
Haryana,Fatehabad,Cybercrime,2018,8
Haryana,Gurugram,Cybercrime,2018,169
Haryana,Hissar,Cybercrime,2018,36
Haryana,Jhajjar,Cybercrime,2018,2
Haryana,Jind,Cybercrime,2018,9
Haryana,Kaithal,Cybercrime,2018,12
Haryana,Karnal,Cybercrime,2018,19
Haryana,Kurukshetra,Cybercrime,2018,2
Haryana,Mahendergarh,Cybercrime,2018,9
Haryana,Mewat,Cybercrime,2018,7
Haryana,Palwal,Cybercrime,2018,12
Haryana,Panchkula,Cybercrime,2018,15
Haryana,Panipat,Cybercrime,2018,10
Haryana,Rewari,Cybercrime,2018,3
Haryana,Rohtak,Cybercrime,2018,10
Haryana,Sirsa,Cybercrime,2018,6
Haryana,Sonipat,Cybercrime,2018,0
Haryana,Yamunanagar,Cybercrime,2018,16
Haryana,Charkhi Dadri,Cybercrime,2018,7
Haryana,Hansi,Cybercrime,2018,6
Himachal Pradesh,Baddi,Cybercrime,2018,4
Himachal Pradesh,Bilaspur,Cybercrime,2018,6
Himachal Pradesh,Chamba,Cybercrime,2018,1
Himachal Pradesh,Hamirpur,Cybercrime,2018,5
Himachal Pradesh,Kangra,Cybercrime,2018,17
Himachal Pradesh,Kinnaur,Cybercrime,2018,3
Himachal Pradesh,Kullu,Cybercrime,2018,3
Himachal Pradesh,Lahaul & Spiti,Cybercrime,2018,1
Himachal Pradesh,Mandi,Cybercrime,2018,3
Himachal Pradesh,Shimla,Cybercrime,2018,10
Himachal Pradesh,Sirmaur,Cybercrime,2018,4
Himachal Pradesh,Solan,Cybercrime,2018,5
Himachal Pradesh,Una,Cybercrime,2018,4
Jammu & Kashmir,Anantnag,Cybercrime,2018,5
Jammu & Kashmir,Awantipora,Cybercrime,2018,0
Jammu & Kashmir,Bandipora,Cybercrime,2018,1
Jammu & Kashmir,Baramulla,Cybercrime,2018,4
Jammu & Kashmir,Budgam,Cybercrime,2018,3
Jammu & Kashmir,Doda,Cybercrime,2018,3
Jammu & Kashmir,Ganderbal,Cybercrime,2018,1
Jammu & Kashmir,Handwara,Cybercrime,2018,0
Jammu & Kashmir,Jammu,Cybercrime,2018,14
Jammu & Kashmir,Kargil,Cybercrime,2018,1
Jammu & Kashmir,Kathua,Cybercrime,2018,2
Jammu & Kashmir,Kishtwar,Cybercrime,2018,0
Jammu & Kashmir,Kulgam,Cybercrime,2018,0
Jammu & Kashmir,Kupwara,Cybercrime,2018,0
Jammu & Kashmir,Leh,Cybercrime,2018,0
Jammu & Kashmir,Poonch,Cybercrime,2018,4
Jammu & Kashmir,Pulwama,Cybercrime,2018,2
Jammu & Kashmir,Rajouri,Cybercrime,2018,6
Jammu & Kashmir,Ramban,Cybercrime,2018,3
Jammu & Kashmir,Reasi,Cybercrime,2018,0
Jammu & Kashmir,Samba,Cybercrime,2018,0
Jammu & Kashmir,Shopian,Cybercrime,2018,0
Jammu & Kashmir,Sopore,Cybercrime,2018,3
Jammu & Kashmir,Srinagar,Cybercrime,2018,15
Jammu & Kashmir,Udhampur,Cybercrime,2018,5
Jharkhand,Bokaro,Cybercrime,2018,33
Jharkhand,Chaibasa,Cybercrime,2018,20
Jharkhand,Chatra,Cybercrime,2018,15
Jharkhand,Deoghar,Cybercrime,2018,105
Jharkhand,Dhanbad,Cybercrime,2018,30
Jharkhand,Dumka,Cybercrime,2018,19
Jharkhand,Garhwa,Cybercrime,2018,28
Jharkhand,Giridih,Cybercrime,2018,68
Jharkhand,Godda,Cybercrime,2018,0
Jharkhand,Gumla,Cybercrime,2018,19
Jharkhand,Hazaribagh,Cybercrime,2018,65
Jharkhand,Jamshedpur,Cybercrime,2018,83
Jharkhand,Jamtara,Cybercrime,2018,84
Jharkhand,Khunti,Cybercrime,2018,9
Jharkhand,Koderma,Cybercrime,2018,21
Jharkhand,Latehar,Cybercrime,2018,5
Jharkhand,Lohardagga,Cybercrime,2018,0
Jharkhand,Pakur,Cybercrime,2018,14
Jharkhand,Palamu,Cybercrime,2018,11
Jharkhand,Ramgarh,Cybercrime,2018,28
Jharkhand,Ranchi,Cybercrime,2018,214
Jharkhand,Sahebganj,Cybercrime,2018,9
Jharkhand,Saraikela,Cybercrime,2018,42
Jharkhand,Simdega,Cybercrime,2018,6
Karnataka,Bagalkot,Cybercrime,2018,6
Karnataka,Bengaluru,Cybercrime,2018,5253
Karnataka,Ballari,Cybercrime,2018,11
Karnataka,Bidar,Cybercrime,2018,16
Karnataka,Vijayapura,Cybercrime,2018,1
Karnataka,Chikkaballapura,Cybercrime,2018,10
Karnataka,Chamarajnagar,Cybercrime,2018,9
Karnataka,Chikkamagaluru,Cybercrime,2018,17
Karnataka,Chitradurga,Cybercrime,2018,7
Karnataka,Dakshina Kannada,Cybercrime,2018,10
Karnataka,Davanagere,Cybercrime,2018,17
Karnataka,Dharwad,Cybercrime,2018,1
Karnataka,Gadag,Cybercrime,2018,6
Karnataka,Kalaburgi,Cybercrime,2018,17
Karnataka,Hassan,Cybercrime,2018,17
Karnataka,Haveri,Cybercrime,2018,4
Karnataka,Hubballi Dharwad,Cybercrime,2018,33
Karnataka,Kodagu,Cybercrime,2018,12
Karnataka,Kolar,Cybercrime,2018,18
Karnataka,Koppal,Cybercrime,2018,5
Karnataka,Mandya,Cybercrime,2018,6
Karnataka,Mangaluru,Cybercrime,2018,77
Karnataka,Mysuru,Cybercrime,2018,75
Karnataka,Raichur,Cybercrime,2018,7
Karnataka,Ramanagara,Cybercrime,2018,10
Karnataka,Shimoga,Cybercrime,2018,52
Karnataka,Tumakuru,Cybercrime,2018,14
Karnataka,Udupi,Cybercrime,2018,22
Karnataka,Uttara Kannada,Cybercrime,2018,22
Karnataka,Yadgiri,Cybercrime,2018,7
Karnataka,Belagavi,Cybercrime,2018,22
Kerala,Alapuzha,Cybercrime,2018,16
Kerala,Ernakulam,Cybercrime,2018,48
Kerala,Idukki,Cybercrime,2018,18
Kerala,Kannur,Cybercrime,2018,16
Kerala,Kasargod,Cybercrime,2018,5
Kerala,Kollam,Cybercrime,2018,12
Kerala,Kottayam,Cybercrime,2018,4
Kerala,Kozhikode,Cybercrime,2018,27
Kerala,Malappuram,Cybercrime,2018,17
Kerala,Palakkad,Cybercrime,2018,6
Kerala,Pathanamthitta,Cybercrime,2018,10
Kerala,Thrissur,Cybercrime,2018,5
Kerala,Trivandrum,Cybercrime,2018,47
Kerala,Wayanadu,Cybercrime,2018,3
Madhya Pradesh,Agar,Cybercrime,2018,0
Madhya Pradesh,Alirajpur,Cybercrime,2018,2
Madhya Pradesh,Anuppur,Cybercrime,2018,18
Madhya Pradesh,Ashok Nagar,Cybercrime,2018,0
Madhya Pradesh,Balaghat,Cybercrime,2018,0
Madhya Pradesh,Barwani,Cybercrime,2018,11
Madhya Pradesh,Betul,Cybercrime,2018,2
Madhya Pradesh,Bhind,Cybercrime,2018,0
Madhya Pradesh,Bhopal,Cybercrime,2018,16
Madhya Pradesh,Burhanpur,Cybercrime,2018,4
Madhya Pradesh,Chhatarpur,Cybercrime,2018,8
Madhya Pradesh,Chhindwara,Cybercrime,2018,0
Madhya Pradesh,Damoh,Cybercrime,2018,2
Madhya Pradesh,Datia,Cybercrime,2018,7
Madhya Pradesh,Dewas,Cybercrime,2018,0
Madhya Pradesh,Dhar,Cybercrime,2018,40
Madhya Pradesh,Dindori,Cybercrime,2018,3
Madhya Pradesh,Guna,Cybercrime,2018,0
Madhya Pradesh,Gwalior,Cybercrime,2018,53
Madhya Pradesh,Harda,Cybercrime,2018,1
Madhya Pradesh,Hoshangabad,Cybercrime,2018,4
Madhya Pradesh,Indore,Cybercrime,2018,46
Madhya Pradesh,Jabalpur,Cybercrime,2018,1
Madhya Pradesh,Jhabua,Cybercrime,2018,2
Madhya Pradesh,Katni,Cybercrime,2018,0
Madhya Pradesh,Khandwa,Cybercrime,2018,0
Madhya Pradesh,Khargone,Cybercrime,2018,9
Madhya Pradesh,Mandla,Cybercrime,2018,0
Madhya Pradesh,Mandsaur,Cybercrime,2018,13
Madhya Pradesh,Morena,Cybercrime,2018,10
Madhya Pradesh,Narsinghpur,Cybercrime,2018,15
Madhya Pradesh,Neemuch,Cybercrime,2018,7
Madhya Pradesh,Panna,Cybercrime,2018,0
Madhya Pradesh,Raisen,Cybercrime,2018,0
Madhya Pradesh,Rajgarh,Cybercrime,2018,3
Madhya Pradesh,Ratlam,Cybercrime,2018,9
Madhya Pradesh,Rewa,Cybercrime,2018,0
Madhya Pradesh,Sagar,Cybercrime,2018,33
Madhya Pradesh,Satna,Cybercrime,2018,0
Madhya Pradesh,Seoni,Cybercrime,2018,6
Madhya Pradesh,Shahdol,Cybercrime,2018,11
Madhya Pradesh,Shajapur,Cybercrime,2018,9
Madhya Pradesh,Sheopur,Cybercrime,2018,3
Madhya Pradesh,Shivpuri,Cybercrime,2018,0
Madhya Pradesh,Sidhi,Cybercrime,2018,3
Madhya Pradesh,Sehore,Cybercrime,2018,0
Madhya Pradesh,Singrauli,Cybercrime,2018,11
Madhya Pradesh,Tikamgarh,Cybercrime,2018,31
Madhya Pradesh,Ujjain,Cybercrime,2018,31
Madhya Pradesh,Umaria,Cybercrime,2018,1
Madhya Pradesh,Vidisha,Cybercrime,2018,0
Maharashtra,Ahmednagar,Cybercrime,2018,21
Maharashtra,Akola,Cybercrime,2018,23
Maharashtra,Amravati,Cybercrime,2018,63
Maharashtra,Aurangabad,Cybercrime,2018,82
Maharashtra,Beed,Cybercrime,2018,34
Maharashtra,Bhandara,Cybercrime,2018,52
Maharashtra,Buldhana,Cybercrime,2018,22
Maharashtra,Chandrapur,Cybercrime,2018,91
Maharashtra,Dhule,Cybercrime,2018,14
Maharashtra,Gadchiroli,Cybercrime,2018,17
Maharashtra,Gondia,Cybercrime,2018,21
Maharashtra,Hingoli,Cybercrime,2018,5
Maharashtra,Jalgaon,Cybercrime,2018,14
Maharashtra,Jalna,Cybercrime,2018,23
Maharashtra,Kolhapur,Cybercrime,2018,27
Maharashtra,Latur,Cybercrime,2018,21
Maharashtra,Mumbai,Cybercrime,2018,1482
Maharashtra,Nagpur,Cybercrime,2018,107
Maharashtra,Nanded,Cybercrime,2018,17
Maharashtra,Nandurbar,Cybercrime,2018,12
Maharashtra,Nasik,Cybercrime,2018,41
Maharashtra,Navi Mumbai,Cybercrime,2018,75
Maharashtra,Osmanabad,Cybercrime,2018,17
Maharashtra,Palghar,Cybercrime,2018,62
Maharashtra,Parbhani,Cybercrime,2018,10
Maharashtra,Pune,Cybercrime,2018,153
Maharashtra,Raigad,Cybercrime,2018,53
Maharashtra,Ratnagiri,Cybercrime,2018,48
Maharashtra,Sangli,Cybercrime,2018,40
Maharashtra,Satara,Cybercrime,2018,57
Maharashtra,Sindhudurg,Cybercrime,2018,28
Maharashtra,Solapur,Cybercrime,2018,27
Maharashtra,Thane,Cybercrime,2018,275
Maharashtra,Wardha,Cybercrime,2018,58
Maharashtra,Washim,Cybercrime,2018,12
Maharashtra,Yavatmal,Cybercrime,2018,44
Maharashtra,Pimpri Chinchwad,Cybercrime,2018,67
Manipur,Bishnupur,Cybercrime,2018,0
Manipur,Chandel,Cybercrime,2018,0
Manipur,Churachandpur,Cybercrime,2018,1
Manipur,Imphal,Cybercrime,2018,1
Manipur,Senapati,Cybercrime,2018,0
Manipur,Tamenglong,Cybercrime,2018,0
Manipur,Thoubal,Cybercrime,2018,0
Manipur,Ukhrul,Cybercrime,2018,0
Meghalaya,Garo Hills,Cybercrime,2018,6
Meghalaya,Jaintia Hills,Cybercrime,2018,3
Meghalaya,Khasi Hills,Cybercrime,2018,37
Meghalaya,Ri-Bhoi,Cybercrime,2018,8
Mizoram,Aizawl,Cybercrime,2018,6
Mizoram,Champhai,Cybercrime,2018,0
Mizoram,Kolasib,Cybercrime,2018,0
Mizoram,Lawngtlai,Cybercrime,2018,0
Mizoram,Lunglei,Cybercrime,2018,0
Mizoram,Mamit,Cybercrime,2018,0
Mizoram,Saiha,Cybercrime,2018,0
Mizoram,Serchhip,Cybercrime,2018,0
Nagaland,Dimapur,Cybercrime,2018,0
Nagaland,Kiphire,Cybercrime,2018,0
Nagaland,Kohima,Cybercrime,2018,0
Nagaland,Longleng,Cybercrime,2018,0
Nagaland,Mokokchung,Cybercrime,2018,0
Nagaland,Mon,Cybercrime,2018,1
Nagaland,Peren,Cybercrime,2018,0
Nagaland,Phek,Cybercrime,2018,0
Nagaland,Tuensang,Cybercrime,2018,1
Nagaland,Wokha,Cybercrime,2018,0
Nagaland,Zunheboto,Cybercrime,2018,0
Odisha,Angul,Cybercrime,2018,0
Odisha,Balasore,Cybercrime,2018,18
Odisha,Baragarh,Cybercrime,2018,32
Odisha,Berhampur,Cybercrime,2018,32
Odisha,Bhadrak,Cybercrime,2018,24
Odisha,Bolangir,Cybercrime,2018,20
Odisha,Boudh,Cybercrime,2018,4
Odisha,Cuttack,Cybercrime,2018,37
Odisha,Deogarh,Cybercrime,2018,10
Odisha,Dhenkanal,Cybercrime,2018,18
Odisha,Gajapati,Cybercrime,2018,4
Odisha,Ganjam,Cybercrime,2018,33
Odisha,Jagatsinghpur,Cybercrime,2018,24
Odisha,Jajpur,Cybercrime,2018,82
Odisha,Jharsuguda,Cybercrime,2018,21
Odisha,Kalahandi,Cybercrime,2018,0
Odisha,Kandhamal,Cybercrime,2018,17
Odisha,Kendrapara,Cybercrime,2018,34
Odisha,Keonjhar,Cybercrime,2018,25
Odisha,Khurda,Cybercrime,2018,8
Odisha,Koraput,Cybercrime,2018,20
Odisha,Malkangiri,Cybercrime,2018,13
Odisha,Mayurbhanj,Cybercrime,2018,16
Odisha,Nayagarh,Cybercrime,2018,16
Odisha,Nabarangpur,Cybercrime,2018,11
Odisha,Nuapada,Cybercrime,2018,12
Odisha,Puri,Cybercrime,2018,13
Odisha,Rayagada,Cybercrime,2018,17
Odisha,Rourkela,Cybercrime,2018,27
Odisha,Sambalpur,Cybercrime,2018,48
Odisha,Sonepur,Cybercrime,2018,5
Odisha,Sundargarh,Cybercrime,2018,24
Punjab,Barnala,Cybercrime,2018,7
Punjab,Batala,Cybercrime,2018,6
Punjab,Bathinda,Cybercrime,2018,14
Punjab,Amritsar,Cybercrime,2018,9
Punjab,Jalandhar,Cybercrime,2018,20
Punjab,Ludhiana,Cybercrime,2018,24
Punjab,Faridkot,Cybercrime,2018,3
Punjab,Fatehgarh Sahib,Cybercrime,2018,8
Punjab,Fazilka,Cybercrime,2018,7
Punjab,Ferozepur,Cybercrime,2018,5
Punjab,Gurdaspur,Cybercrime,2018,9
Punjab,Hoshiarpur,Cybercrime,2018,8
Punjab,Kapurthala,Cybercrime,2018,9
Punjab,Khanna,Cybercrime,2018,2
Punjab,Mansa,Cybercrime,2018,1
Punjab,Moga,Cybercrime,2018,10
Punjab,Muktsar,Cybercrime,2018,8
Punjab,Pathankot,Cybercrime,2018,9
Punjab,Patiala,Cybercrime,2018,9
Punjab,Ropar,Cybercrime,2018,9
Punjab,Sangrur,Cybercrime,2018,13
Punjab,SAS Nagar,Cybercrime,2018,14
Punjab,SBS Nagar,Cybercrime,2018,5
Punjab,Tarn Taran,Cybercrime,2018,2
Rajasthan,Ajmer,Cybercrime,2018,31
Rajasthan,Alwar,Cybercrime,2018,38
Rajasthan,Banswara,Cybercrime,2018,9
Rajasthan,Baran,Cybercrime,2018,2
Rajasthan,Barmer,Cybercrime,2018,8
Rajasthan,Bharatpur,Cybercrime,2018,15
Rajasthan,Bhilwara,Cybercrime,2018,15
Rajasthan,Bikaner,Cybercrime,2018,15
Rajasthan,Bundi,Cybercrime,2018,7
Rajasthan,Chittorgarh,Cybercrime,2018,2
Rajasthan,Churu,Cybercrime,2018,12
Rajasthan,Dausa,Cybercrime,2018,33
Rajasthan,Dholpur,Cybercrime,2018,1
Rajasthan,Dungarpur,Cybercrime,2018,4
Rajasthan,Ganganagar,Cybercrime,2018,26
Rajasthan,Hanumangarh,Cybercrime,2018,12
Rajasthan,Jaipur,Cybercrime,2018,46
Rajasthan,Jaisalmer,Cybercrime,2018,17
Rajasthan,Jalore,Cybercrime,2018,7
Rajasthan,Jhalawar,Cybercrime,2018,2
Rajasthan,Jhunjhunu,Cybercrime,2018,5
Rajasthan,Jodhpur,Cybercrime,2018,40
Rajasthan,Karauli,Cybercrime,2018,11
Rajasthan,Kota,Cybercrime,2018,26
Rajasthan,Nagaur,Cybercrime,2018,15
Rajasthan,Pali,Cybercrime,2018,5
Rajasthan,Pratapgarh,Cybercrime,2018,1
Rajasthan,Rajsamand,Cybercrime,2018,8
Rajasthan,Sawai Madhopur,Cybercrime,2018,51
Rajasthan,Sikar,Cybercrime,2018,36
Rajasthan,Sirohi,Cybercrime,2018,1
Rajasthan,Tonk,Cybercrime,2018,10
Rajasthan,Udaipur,Cybercrime,2018,8
Sikkim,East,Cybercrime,2018,0
Sikkim,North,Cybercrime,2018,1
Sikkim,South,Cybercrime,2018,0
Sikkim,West,Cybercrime,2018,0
Tamil Nadu,Ariyalur,Cybercrime,2018,0
Tamil Nadu,Chennai,Cybercrime,2018,73
Tamil Nadu,Coimbatore,Cybercrime,2018,5
Tamil Nadu,Cuddalore,Cybercrime,2018,3
Tamil Nadu,Dharmapuri,Cybercrime,2018,6
Tamil Nadu,Dindigul,Cybercrime,2018,0
Tamil Nadu,Erode,Cybercrime,2018,0
Tamil Nadu,Kanchipuram,Cybercrime,2018,0
Tamil Nadu,Kanyakumari,Cybercrime,2018,9
Tamil Nadu,Karur,Cybercrime,2018,6
Tamil Nadu,Krishnagiri,Cybercrime,2018,3
Tamil Nadu,Madurai,Cybercrime,2018,13
Tamil Nadu,Nagapattinam,Cybercrime,2018,0
Tamil Nadu,Namakkal,Cybercrime,2018,0
Tamil Nadu,Nilgiris,Cybercrime,2018,0
Tamil Nadu,Perambalur,Cybercrime,2018,0
Tamil Nadu,Pudukottai,Cybercrime,2018,4
Tamil Nadu,Ramnathapuram,Cybercrime,2018,20
Tamil Nadu,Salem,Cybercrime,2018,11
Tamil Nadu,Sivagangai,Cybercrime,2018,7
Tamil Nadu,Thanjavur,Cybercrime,2018,12
Tamil Nadu,Theni,Cybercrime,2018,0
Tamil Nadu,Thirunelveli,Cybercrime,2018,35
Tamil Nadu,Thiruvallur,Cybercrime,2018,10
Tamil Nadu,Thiruvannamalai,Cybercrime,2018,0
Tamil Nadu,Thiruvarur,Cybercrime,2018,1
Tamil Nadu,Thoothukudi,Cybercrime,2018,12
Tamil Nadu,Tiruppur,Cybercrime,2018,0
Tamil Nadu,Trichy,Cybercrime,2018,0
Tamil Nadu,Vellore,Cybercrime,2018,0
Tamil Nadu,Villupuram,Cybercrime,2018,13
Tamil Nadu,Virudhunagar,Cybercrime,2018,10
Telangana,Hyderabad,Cybercrime,2018,428
Telangana,Karimnagar,Cybercrime,2018,19
Telangana,Khammam,Cybercrime,2018,44
Telangana,Nizamabad,Cybercrime,2018,13
Telangana,Rachakonda,Cybercrime,2018,187
Telangana,Ramagundam,Cybercrime,2018,38
Telangana,Siddipet,Cybercrime,2018,14
Telangana,Warangal,Cybercrime,2018,72
Telangana,Adilabad,Cybercrime,2018,0
Telangana,Bhadradri Kothagudem,Cybercrime,2018,10
Telangana,Jagityal,Cybercrime,2018,2
Telangana,Jayashankar Bhupalpalli,Cybercrime,2018,9
Telangana,Jogulamba Gadwal,Cybercrime,2018,5
