State,District,Crime,Year,Count
Odisha,Balasore,IPC Crime,2020,4970
Odisha,Baragarh,IPC Crime,2020,2799
Odisha,Berhampur,IPC Crime,2020,2464
Odisha,Bhadrak,IPC Crime,2020,3893
Odisha,Bolangir,IPC Crime,2020,4631
Odisha,Boudh,IPC Crime,2020,942
Odisha,Cuttack,IPC Crime,2020,3873
Odisha,Deogarh,IPC Crime,2020,865
Odisha,Dhenkanal,IPC Crime,2020,3364
Odisha,Gajapati,IPC Crime,2020,696
Odisha,Ganjam,IPC Crime,2020,4471
Odisha,Jagatsinghpur,IPC Crime,2020,2887
Odisha,Jajpur,IPC Crime,2020,5713
Odisha,Jharsuguda,IPC Crime,2020,2211
Odisha,Kalahandi,IPC Crime,2020,2859
Odisha,Kandhamal,IPC Crime,2020,1272
Odisha,Kendrapara,IPC Crime,2020,3338
Odisha,Keonjhar,IPC Crime,2020,3211
Odisha,Khurda,IPC Crime,2020,2225
Odisha,Koraput,IPC Crime,2020,2569
Odisha,Malkangiri,IPC Crime,2020,1204
Odisha,Mayurbhanj,IPC Crime,2020,4994
Odisha,Nayagarh,IPC Crime,2020,2068
Odisha,Nabarangpur,IPC Crime,2020,1684
Odisha,Nuapada,IPC Crime,2020,1405
Odisha,Puri,IPC Crime,2020,5591
Odisha,Rayagada,IPC Crime,2020,2143
Odisha,Rourkela,IPC Crime,2020,2932
Odisha,Sambalpur,IPC Crime,2020,4622
Odisha,Sonepur,IPC Crime,2020,1360
Odisha,Sundargarh,IPC Crime,2020,2258
Punjab,Barnala,IPC Crime,2020,1156
Punjab,Batala,IPC Crime,2020,1591
Punjab,Bathinda,IPC Crime,2020,2041
Punjab,Amritsar,IPC Crime,2020,3178
Punjab,Jalandhar,IPC Crime,2020,1963
Punjab,Ludhiana,IPC Crime,2020,4808
Punjab,Faridkot,IPC Crime,2020,885
Punjab,Fatehgarh Sahib,IPC Crime,2020,1383
Punjab,Fazilka,IPC Crime,2020,1644
Punjab,Ferozepur,IPC Crime,2020,1489
Punjab,Gurdaspur,IPC Crime,2020,1025
Punjab,Hoshiarpur,IPC Crime,2020,2215
Punjab,Kapurthala,IPC Crime,2020,1944
Punjab,Khanna,IPC Crime,2020,962
Punjab,Mansa,IPC Crime,2020,1262
Punjab,Moga,IPC Crime,2020,806
Punjab,Muktsar,IPC Crime,2020,1379
Punjab,Pathankot,IPC Crime,2020,835
Punjab,Patiala,IPC Crime,2020,3682
Punjab,Ropar,IPC Crime,2020,1485
Punjab,Sangrur,IPC Crime,2020,2953
Punjab,SAS Nagar,IPC Crime,2020,3094
Punjab,SBS Nagar,IPC Crime,2020,967
Punjab,Tarn Taran,IPC Crime,2020,2534
Rajasthan,Ajmer,IPC Crime,2020,8421
Rajasthan,Alwar,IPC Crime,2020,7914
Rajasthan,Banswara,IPC Crime,2020,2773
Rajasthan,Baran,IPC Crime,2020,4073
Rajasthan,Barmer,IPC Crime,2020,5320
Rajasthan,Bharatpur,IPC Crime,2020,11009
Rajasthan,Bhilwara,IPC Crime,2020,6104
Rajasthan,Bikaner,IPC Crime,2020,4350
Rajasthan,Bundi,IPC Crime,2020,3386
Rajasthan,Chittorgarh,IPC Crime,2020,4627
Rajasthan,Churu,IPC Crime,2020,3780
Rajasthan,Dausa,IPC Crime,2020,5316
Rajasthan,Dholpur,IPC Crime,2020,3969
Rajasthan,Dungarpur,IPC Crime,2020,2255
Rajasthan,Ganganagar,IPC Crime,2020,5381
Rajasthan,Hanumangarh,IPC Crime,2020,4184
Rajasthan,Jaipur,IPC Crime,2020,2787
Rajasthan,Jaisalmer,IPC Crime,2020,1574
Rajasthan,Jalore,IPC Crime,2020,3205
Rajasthan,Jhalawar,IPC Crime,2020,4725
Rajasthan,Jhunjhunu,IPC Crime,2020,4977
Rajasthan,Jodhpur,IPC Crime,2020,2899
Rajasthan,Karauli,IPC Crime,2020,4851
Rajasthan,Kota,IPC Crime,2020,4454
Rajasthan,Nagaur,IPC Crime,2020,5308
Rajasthan,Pali,IPC Crime,2020,5784
Rajasthan,Pratapgarh,IPC Crime,2020,2062
Rajasthan,Rajsamand,IPC Crime,2020,3216
Rajasthan,Sawai Madhopur,IPC Crime,2020,4020
Rajasthan,Sikar,IPC Crime,2020,7096
Rajasthan,Sirohi,IPC Crime,2020,2498
Rajasthan,Tonk,IPC Crime,2020,4874
Rajasthan,Udaipur,IPC Crime,2020,6996
Rajasthan,Jaipur Crime,IPC Crime,2020,74
Rajasthan,Bhiwadi,IPC Crime,2020,6837
Sikkim,East,IPC Crime,2020,290
Sikkim,North,IPC Crime,2020,21
Sikkim,South,IPC Crime,2020,134
Sikkim,West,IPC Crime,2020,59
Tamil Nadu,Ariyalur,IPC Crime,2020,7909
Tamil Nadu,Chennai,IPC Crime,2020,88388
Tamil Nadu,Coimbatore,IPC Crime,2020,26641
Tamil Nadu,Cuddalore,IPC Crime,2020,41640
Tamil Nadu,Dharmapuri,IPC Crime,2020,16181
Tamil Nadu,Dindigul,IPC Crime,2020,36315
Tamil Nadu,Erode,IPC Crime,2020,8613
Tamil Nadu,Kanchipuram,IPC Crime,2020,20411
Tamil Nadu,Kanyakumari,IPC Crime,2020,4599
Tamil Nadu,Karur,IPC Crime,2020,7265
Tamil Nadu,Krishnagiri,IPC Crime,2020,18363
Tamil Nadu,Madurai,IPC Crime,2020,54067
Tamil Nadu,Nagapattinam,IPC Crime,2020,22666
Tamil Nadu,Namakkal,IPC Crime,2020,8281
Tamil Nadu,Nilgiris,IPC Crime,2020,9505
Tamil Nadu,Perambalur,IPC Crime,2020,8195
Tamil Nadu,Pudukottai,IPC Crime,2020,11731
Tamil Nadu,Ramnathapuram,IPC Crime,2020,3858
Tamil Nadu,Salem,IPC Crime,2020,11175
Tamil Nadu,Sivagangai,IPC Crime,2020,9531
Tamil Nadu,Thanjavur,IPC Crime,2020,43003
Tamil Nadu,Theni,IPC Crime,2020,32589
Tamil Nadu,Thirunelveli,IPC Crime,2020,9063
Tamil Nadu,Thiruvallur,IPC Crime,2020,51905
Tamil Nadu,Thiruvannamalai,IPC Crime,2020,82696
Tamil Nadu,Thiruvarur,IPC Crime,2020,4993
Tamil Nadu,Thoothukudi,IPC Crime,2020,13838
Tamil Nadu,Tiruppur,IPC Crime,2020,27561
Tamil Nadu,Trichy,IPC Crime,2020,26292
Tamil Nadu,Vellore,IPC Crime,2020,21130
Tamil Nadu,Villupuram,IPC Crime,2020,5160
Tamil Nadu,Virudhunagar,IPC Crime,2020,11950
Tamil Nadu,Chengalpattu,IPC Crime,2020,44297
Tamil Nadu,Kallakurichi,IPC Crime,2020,24017
Tamil Nadu,Ranipet,IPC Crime,2020,7153
Tamil Nadu,Tiruppattur,IPC Crime,2020,2962
Tamil Nadu,Tenkasi,IPC Crime,2020,6166
Telangana,Hyderabad,IPC Crime,2020,15978
Telangana,Karimnagar,IPC Crime,2020,3557
Telangana,Khammam,IPC Crime,2020,5814
Telangana,Nizamabad,IPC Crime,2020,4367
Telangana,Rachakonda,IPC Crime,2020,16154
Telangana,Ramagundam,IPC Crime,2020,6438
Telangana,Siddipet,IPC Crime,2020,4520
Telangana,Warangal,IPC Crime,2020,6542
Telangana,Adilabad,IPC Crime,2020,1822
Telangana,Bhadradri Kothagudem,IPC Crime,2020,3991
Telangana,Jagityal,IPC Crime,2020,3944
Telangana,Jayashankar Bhupalpalli,IPC Crime,2020,1943
Telangana,Jogulamba Gadwal,IPC Crime,2020,1730
Telangana,Kamareddy,IPC Crime,2020,2988
Telangana,Kumaram Bheem Asifabad,IPC Crime,2020,2938
Telangana,Mahabubabad,IPC Crime,2020,2003
Telangana,Mahabubnagar,IPC Crime,2020,1966
Telangana,Medak,IPC Crime,2020,2530
Telangana,Nagarkurnool,IPC Crime,2020,2981
Telangana,Nalgonda,IPC Crime,2020,4587
Telangana,Nirmal,IPC Crime,2020,1544
Telangana,Rajanna Siricilla,IPC Crime,2020,3089
Telangana,Sangareddy,IPC Crime,2020,3479
Telangana,Suryapet,IPC Crime,2020,5178
Telangana,Vikarabad,IPC Crime,2020,2738
Telangana,Wanaparthy,IPC Crime,2020,1503
Telangana,Mulug,IPC Crime,2020,844
Telangana,Narayanpet,IPC Crime,2020,1094
Tripura,Dhalai,IPC Crime,2020,251
Tripura,Gomati,IPC Crime,2020,535
Tripura,Kowai,IPC Crime,2020,375
Tripura,North,IPC Crime,2020,353
Tripura,Sipahijala,IPC Crime,2020,365
Tripura,South,IPC Crime,2020,580
Tripura,Unakoti,IPC Crime,2020,286
Tripura,West,IPC Crime,2020,1260
Uttar Pradesh,Agra,IPC Crime,2020,9330
Uttar Pradesh,Aligarh,IPC Crime,2020,8451
Uttar Pradesh,Prayagraj,IPC Crime,2020,17017
Uttar Pradesh,Ambedkar Nagar,IPC Crime,2020,1847
Uttar Pradesh,Amethi,IPC Crime,2020,3694
Uttar Pradesh,Amroha,IPC Crime,2020,2946
Uttar Pradesh,Auraiya,IPC Crime,2020,2528
Uttar Pradesh,Azamgarh,IPC Crime,2020,4414
Uttar Pradesh,Badaun,IPC Crime,2020,3625
Uttar Pradesh,Baghpat,IPC Crime,2020,2922
Uttar Pradesh,Bahraich,IPC Crime,2020,5689
Uttar Pradesh,Ballia,IPC Crime,2020,1811
Uttar Pradesh,Balrampur,IPC Crime,2020,1642
Uttar Pradesh,Banda,IPC Crime,2020,2296
Uttar Pradesh,Barabanki,IPC Crime,2020,5685
Uttar Pradesh,Bareilly,IPC Crime,2020,8207
Uttar Pradesh,Basti,IPC Crime,2020,2328
Uttar Pradesh,Bijnor,IPC Crime,2020,3618
Uttar Pradesh,Bulandshahar,IPC Crime,2020,7791
Uttar Pradesh,Chandoli,IPC Crime,2020,1667
Uttar Pradesh,Chitrakoot,IPC Crime,2020,1236
Uttar Pradesh,Deoria,IPC Crime,2020,2427
Uttar Pradesh,Etah,IPC Crime,2020,3864
Uttar Pradesh,Etawah,IPC Crime,2020,3076
Uttar Pradesh,Ayodhya,IPC Crime,2020,5756
Uttar Pradesh,Fatehgarh,IPC Crime,2020,2094
Uttar Pradesh,Fatehpur,IPC Crime,2020,3543
Uttar Pradesh,Firozabad,IPC Crime,2020,5429
Uttar Pradesh,Gautambudh Nagar,IPC Crime,2020,9251
Uttar Pradesh,Ghaziabad,IPC Crime,2020,11380
Uttar Pradesh,Ghazipur,IPC Crime,2020,6415
Uttar Pradesh,Gonda,IPC Crime,2020,3049
Uttar Pradesh,Gorakhpur,IPC Crime,2020,10745
Uttar Pradesh,Hamirpur,IPC Crime,2020,1888
Uttar Pradesh,Hapur,IPC Crime,2020,2757
Uttar Pradesh,Hardoi,IPC Crime,2020,7177
Uttar Pradesh,Hathras,IPC Crime,2020,2409
Uttar Pradesh,Jalaun,IPC Crime,2020,2876
Uttar Pradesh,Jaunpur,IPC Crime,2020,5032
Uttar Pradesh,Jhansi,IPC Crime,2020,3404
Uttar Pradesh,Kannauj,IPC Crime,2020,2246
Uttar Pradesh,Kanpur Dehat,IPC Crime,2020,4399
Uttar Pradesh,Kanpur Nagar,IPC Crime,2020,8011
Uttar Pradesh,Kasganj,IPC Crime,2020,3055
Uttar Pradesh,Kaushambi,IPC Crime,2020,4678
Uttar Pradesh,Khiri,IPC Crime,2020,6136
Uttar Pradesh,Kushi Nagar,IPC Crime,2020,2648
Uttar Pradesh,Lalitpur,IPC Crime,2020,1317
Uttar Pradesh,Lucknow Commissionarate,IPC Crime,2020,14515
Uttar Pradesh,Maharajganj,IPC Crime,2020,1676
Uttar Pradesh,Mahoba,IPC Crime,2020,1333
Uttar Pradesh,Mainpuri,IPC Crime,2020,3049
Uttar Pradesh,Mathura,IPC Crime,2020,7567
Uttar Pradesh,Mau,IPC Crime,2020,5466
Uttar Pradesh,Meerut,IPC Crime,2020,11233
Uttar Pradesh,Mirzapur,IPC Crime,2020,2087
Uttar Pradesh,Moradabad,IPC Crime,2020,7780
Uttar Pradesh,Muzaffarnagar,IPC Crime,2020,5236
Uttar Pradesh,Pilibhit,IPC Crime,2020,3084
Uttar Pradesh,Pratapgarh,IPC Crime,2020,8236
Uttar Pradesh,Raibareilly,IPC Crime,2020,6067
Uttar Pradesh,Rampur,IPC Crime,2020,2044
Uttar Pradesh,Saharanpur,IPC Crime,2020,4560
Uttar Pradesh,Sambhal,IPC Crime,2020,3168
Uttar Pradesh,Sant Kabirnagar,IPC Crime,2020,1446
Uttar Pradesh,Shahjahanpur,IPC Crime,2020,5298
Uttar Pradesh,Shamli,IPC Crime,2020,1548
Uttar Pradesh,Shrawasti,IPC Crime,2020,1130
Uttar Pradesh,Sidharthnagar,IPC Crime,2020,844
Uttar Pradesh,Sitapur,IPC Crime,2020,6632
Uttar Pradesh,Sonbhadra,IPC Crime,2020,1991
Uttar Pradesh,Bhadohi,IPC Crime,2020,1607
Uttar Pradesh,Sultanpur,IPC Crime,2020,6291
Uttar Pradesh,Unnao,IPC Crime,2020,4733
Uttar Pradesh,Varanasi,IPC Crime,2020,9227
Uttar Pradesh,Lucknow Grameen,IPC Crime,2020,1477
Uttarakhand,Almora,IPC Crime,2020,104
Uttarakhand,Bageshwar,IPC Crime,2020,226
Uttarakhand,Chamoli,IPC Crime,2020,126
Uttarakhand,Champawat,IPC Crime,2020,275
Uttarakhand,Dehradun,IPC Crime,2020,2877
Uttarakhand,Haridwar,IPC Crime,2020,3346
Uttarakhand,Nainital,IPC Crime,2020,2077
Uttarakhand,Pauri Garhwal,IPC Crime,2020,241
Uttarakhand,Pithoragarh,IPC Crime,2020,325
Uttarakhand,Rudra Prayag,IPC Crime,2020,73
Uttarakhand,Tehri Garhwal,IPC Crime,2020,210
Uttarakhand,Udhamsingh Nagar,IPC Crime,2020,3612
Uttarakhand,Uttarkashi,IPC Crime,2020,282
West Bengal,Alipurduar,IPC Crime,2020,1853
West Bengal,Asansol Durgapur,IPC Crime,2020,4335
West Bengal,Bankura,IPC Crime,2020,2259
West Bengal,Barrackpur,IPC Crime,2020,8627
West Bengal,Bidhannagar,IPC Crime,2020,2675
West Bengal,Birbhum,IPC Crime,2020,3341
West Bengal,Coochbehar,IPC Crime,2020,3760
West Bengal,Dakshin Dinajpur,IPC Crime,2020,2133
West Bengal,Darjeeling,IPC Crime,2020,1328
West Bengal,Howrah,IPC Crime,2020,2745
West Bengal,Jalpaiguri,IPC Crime,2020,2504
West Bengal,Jhargram,IPC Crime,2020,997
West Bengal,Kharagpur,IPC Crime,2020,107
West Bengal,Kolkata,IPC Crime,2020,15517
West Bengal,Malda,IPC Crime,2020,8505
West Bengal,Murshidabad Police District,IPC Crime,2020,10197
West Bengal,Paschim Medinipur,IPC Crime,2020,7082
West Bengal,Purab Medinipur,IPC Crime,2020,6796
West Bengal,Purulia,IPC Crime,2020,2531
West Bengal,Sealdah,IPC Crime,2020,174
West Bengal,Siliguri,IPC Crime,2020,67
West Bengal,Chandannagar,IPC Crime,2020,2104
West Bengal,Kalimpong,IPC Crime,2020,288
West Bengal,Purba Bardhaman,IPC Crime,2020,7106
West Bengal,Barasat,IPC Crime,2020,5682
West Bengal,Basirhat,IPC Crime,2020,4803
West Bengal,Bangaon,IPC Crime,2020,3083
West Bengal,Islampur,IPC Crime,2020,2724
West Bengal,Jangipur Police District,IPC Crime,2020,2301
West Bengal,Krishnagar,IPC Crime,2020,6132
West Bengal,Raiganj,IPC Crime,2020,2882
West Bengal,Ranaghat,IPC Crime,2020,3432
A&N Islands,South Andaman,IPC Crime,2020,349
A&N Islands,North & Middle Andaman,IPC Crime,2020,105
A&N Islands,Nicobar,IPC Crime,2020,28
Chandigarh,Chandigarh,IPC Crime,2020,2583
D&N Haveli and Daman & Diu,D&N Haveli,IPC Crime,2020,213
D&N Haveli and Daman & Diu,Daman,IPC Crime,2020,152
D&N Haveli and Daman & Diu,Diu,IPC Crime,2020,76
Delhi,Central,IPC Crime,2020,10903
Delhi,East,IPC Crime,2020,18345
Delhi,New Delhi,IPC Crime,2020,2391
Delhi,North,IPC Crime,2020,15747
Delhi,North-East,IPC Crime,2020,22211
Delhi,North-West,IPC Crime,2020,21204
Delhi,Outer,IPC Crime,2020,21230
Delhi,South,IPC Crime,2020,17104
Delhi,South-East,IPC Crime,2020,18835
Delhi,South-West,IPC Crime,2020,13526
Delhi,West,IPC Crime,2020,20449
Delhi,Rohini,IPC Crime,2020,16460
Delhi,Shahdara,IPC Crime,2020,14261
Delhi,Dwarka,IPC Crime,2020,21147
Delhi,Outer North,IPC Crime,2020,10061
Jammu & Kashmir,Anantnag,IPC Crime,2020,1431
Jammu & Kashmir,Awantipora,IPC Crime,2020,347
Jammu & Kashmir,Bandipora,IPC Crime,2020,419
Jammu & Kashmir,Baramulla,IPC Crime,2020,1242
Jammu & Kashmir,Budgam,IPC Crime,2020,1503
Jammu & Kashmir,Doda,IPC Crime,2020,640
Jammu & Kashmir,Ganderbal,IPC Crime,2020,565
Jammu & Kashmir,Handwara,IPC Crime,2020,695
Jammu & Kashmir,Jammu,IPC Crime,2020,4024
Jammu & Kashmir,Kathua,IPC Crime,2020,1085
Jammu & Kashmir,Kishtwar,IPC Crime,2020,294
Jammu & Kashmir,Kulgam,IPC Crime,2020,1079
Jammu & Kashmir,Kupwara,IPC Crime,2020,938
Jammu & Kashmir,Poonch,IPC Crime,2020,883
Jammu & Kashmir,Pulwama,IPC Crime,2020,503
Jammu & Kashmir,Rajouri,IPC Crime,2020,1810
Jammu & Kashmir,Ramban,IPC Crime,2020,667
Jammu & Kashmir,Reasi,IPC Crime,2020,565
Jammu & Kashmir,Samba,IPC Crime,2020,1069
Jammu & Kashmir,Shopian,IPC Crime,2020,692
Jammu & Kashmir,Sopore,IPC Crime,2020,778
Jammu & Kashmir,Srinagar,IPC Crime,2020,2585
Jammu & Kashmir,Udhampur,IPC Crime,2020,1349
Ladakh,Kargil,IPC Crime,2020,124
Ladakh,Leh,IPC Crime,2020,263
Lakshadweep,Lakshadweep,IPC Crime,2020,107
Puducherry,All Districts,IPC Crime,2020,6725
Puducherry,Karaikal,IPC Crime,2020,0
Andhra Pradesh,Anantapur,Kidnapping and Abduction,2016,71
Andhra Pradesh,Chittoor,Kidnapping and Abduction,2016,19
Andhra Pradesh,Cuddapah,Kidnapping and Abduction,2016,24
Andhra Pradesh,Godavari,Kidnapping and Abduction,2016,61
Andhra Pradesh,Guntur,Kidnapping and Abduction,2016,128
Andhra Pradesh,Krishna,Kidnapping and Abduction,2016,42
Andhra Pradesh,Kurnool,Kidnapping and Abduction,2016,67
Andhra Pradesh,Nellore,Kidnapping and Abduction,2016,56
Andhra Pradesh,Prakasham,Kidnapping and Abduction,2016,35
Andhra Pradesh,Rajahmundry,Kidnapping and Abduction,2016,20
Andhra Pradesh,Srikakulam,Kidnapping and Abduction,2016,17
Andhra Pradesh,Tirupathi,Kidnapping and Abduction,2016,21
Andhra Pradesh,Vijayawada,Kidnapping and Abduction,2016,45
Andhra Pradesh,Visakha,Kidnapping and Abduction,2016,21
Andhra Pradesh,Visakhapatnam,Kidnapping and Abduction,2016,178
Andhra Pradesh,Vizianagaram,Kidnapping and Abduction,2016,8
Andhra Pradesh,West Godavari,Kidnapping and Abduction,2016,63
Arunachal Pradesh,Anjaw,Kidnapping and Abduction,2016,2
Arunachal Pradesh,Changlang,Kidnapping and Abduction,2016,13
Arunachal Pradesh,Dibang Valley,Kidnapping and Abduction,2016,0
Arunachal Pradesh,Kameng,Kidnapping and Abduction,2016,5
Arunachal Pradesh,Kurung Kumey,Kidnapping and Abduction,2016,2
Arunachal Pradesh,Lohit,Kidnapping and Abduction,2016,10
Arunachal Pradesh,Longding,Kidnapping and Abduction,2016,3
Arunachal Pradesh,Papum Pare City,Kidnapping and Abduction,2016,36
Arunachal Pradesh,Papum Pare Rural,Kidnapping and Abduction,2016,5
Arunachal Pradesh,Subansiri,Kidnapping and Abduction,2016,4
Arunachal Pradesh,Tawang,Kidnapping and Abduction,2016,0
Arunachal Pradesh,Tirap,Kidnapping and Abduction,2016,3
Arunachal Pradesh,Namsai,Kidnapping and Abduction,2016,12
Assam,B. I. E. O.,Kidnapping and Abduction,2016,0
Assam,Barpeta,Kidnapping and Abduction,2016,363
Assam,Baksa,Kidnapping and Abduction,2016,166
Assam,Bongaigaon,Kidnapping and Abduction,2016,151
Assam,C. I. D.,Kidnapping and Abduction,2016,0
Assam,Cachar,Kidnapping and Abduction,2016,319
Assam,Chirang,Kidnapping and Abduction,2016,76
Assam,Darrang,Kidnapping and Abduction,2016,186
Assam,Dhemaji,Kidnapping and Abduction,2016,126
Assam,Dhubri,Kidnapping and Abduction,2016,362
Assam,Dibrugarh,Kidnapping and Abduction,2016,205
Assam,G. R. P.,Kidnapping and Abduction,2016,12
Assam,Goalpara,Kidnapping and Abduction,2016,112
Assam,Golaghat,Kidnapping and Abduction,2016,262
Assam,Guwahati ,Kidnapping and Abduction,2016,677
Assam,Hailakandi,Kidnapping and Abduction,2016,116
Assam,Hamren,Kidnapping and Abduction,2016,24
Assam,Jorhat,Kidnapping and Abduction,2016,174
Assam,Kamrup,Kidnapping and Abduction,2016,215
Assam,Karbi Anglong,Kidnapping and Abduction,2016,99
Assam,Karimganj,Kidnapping and Abduction,2016,124
Assam,Kokrajhar,Kidnapping and Abduction,2016,143
Assam,Lakhimpur,Kidnapping and Abduction,2016,263
Assam,Morigaon,Kidnapping and Abduction,2016,189
Assam,Dima Hasao,Kidnapping and Abduction,2016,27
Assam,Nagaon,Kidnapping and Abduction,2016,393
Assam,Nalbari,Kidnapping and Abduction,2016,98
Assam,R. P. O.,Kidnapping and Abduction,2016,8
Assam,Sibsagar,Kidnapping and Abduction,2016,242
Assam,Sonitpur,Kidnapping and Abduction,2016,217
Assam,Tinsukia,Kidnapping and Abduction,2016,187
Assam,Udalguri,Kidnapping and Abduction,2016,83
Assam,Sadia,Kidnapping and Abduction,2016,17
Assam,Majuli,Kidnapping and Abduction,2016,15
Assam,Biswanath,Kidnapping and Abduction,2016,135
Assam,Hojai,Kidnapping and Abduction,2016,157
Assam,Salmara,Kidnapping and Abduction,2016,92
Assam,Charaideo,Kidnapping and Abduction,2016,91
Bihar,Araria,Kidnapping and Abduction,2016,160
Bihar,Arwal,Kidnapping and Abduction,2016,34
Bihar,Aurangabad,Kidnapping and Abduction,2016,52
Bihar,Bagaha,Kidnapping and Abduction,2016,87
Bihar,Banka,Kidnapping and Abduction,2016,86
Bihar,Begusarai,Kidnapping and Abduction,2016,139
Bihar,Bettiah,Kidnapping and Abduction,2016,190
Bihar,Bhabhua,Kidnapping and Abduction,2016,108
Bihar,Bhagalpur,Kidnapping and Abduction,2016,212
Bihar,Bhojpur,Kidnapping and Abduction,2016,120
Bihar,Buxar,Kidnapping and Abduction,2016,67
Bihar,Darbhanga,Kidnapping and Abduction,2016,331
Bihar,Gaya,Kidnapping and Abduction,2016,358
Bihar,Gopalganj,Kidnapping and Abduction,2016,139
Bihar,Jamui,Kidnapping and Abduction,2016,53
Bihar,Jehanabad,Kidnapping and Abduction,2016,107
Bihar,Katihar,Kidnapping and Abduction,2016,166
Bihar,Khagaria,Kidnapping and Abduction,2016,131
Bihar,Kishanganj,Kidnapping and Abduction,2016,115
Bihar,Lakhisarai,Kidnapping and Abduction,2016,75
Bihar,Madhepura,Kidnapping and Abduction,2016,121
Bihar,Madhubani,Kidnapping and Abduction,2016,221
Bihar,Motihari,Kidnapping and Abduction,2016,292
Bihar,Munger,Kidnapping and Abduction,2016,88
Bihar,Muzaffarpur,Kidnapping and Abduction,2016,389
Bihar,Nalanda,Kidnapping and Abduction,2016,323
Bihar,Naugachia,Kidnapping and Abduction,2016,41
Bihar,Nawadah,Kidnapping and Abduction,2016,158
Bihar,Patna,Kidnapping and Abduction,2016,1006
Bihar,Purnea,Kidnapping and Abduction,2016,142
Bihar,Rohtas,Kidnapping and Abduction,2016,176
Bihar,Saharsa,Kidnapping and Abduction,2016,128
Bihar,Samastipur,Kidnapping and Abduction,2016,259
Bihar,Saran,Kidnapping and Abduction,2016,329
Bihar,Sheikhpura,Kidnapping and Abduction,2016,38
Bihar,Sheohar,Kidnapping and Abduction,2016,31
Bihar,Sitamarhi,Kidnapping and Abduction,2016,247
Bihar,Siwan,Kidnapping and Abduction,2016,180
Bihar,Supaul,Kidnapping and Abduction,2016,149
Bihar,Vaishali,Kidnapping and Abduction,2016,239
Chhattisgarh,Balod,Kidnapping and Abduction,2016,28
Chhattisgarh,Balodbazar,Kidnapping and Abduction,2016,119
Chhattisgarh,Balrampur,Kidnapping and Abduction,2016,28
Chhattisgarh,Bemetra,Kidnapping and Abduction,2016,44
Chhattisgarh,Bilaspur,Kidnapping and Abduction,2016,246
Chhattisgarh,Bizapur,Kidnapping and Abduction,2016,14
Chhattisgarh,Dantewara,Kidnapping and Abduction,2016,15
Chhattisgarh,Dhamtari,Kidnapping and Abduction,2016,18
Chhattisgarh,Durg,Kidnapping and Abduction,2016,235
Chhattisgarh,Gariyaband,Kidnapping and Abduction,2016,23
Chhattisgarh,G. R. P. Raipur,Kidnapping and Abduction,2016,1
Chhattisgarh,Jagdalpur,Kidnapping and Abduction,2016,43
Chhattisgarh,Janjgir,Kidnapping and Abduction,2016,133
Chhattisgarh,Jashpur,Kidnapping and Abduction,2016,72
Chhattisgarh,Kabirdham,Kidnapping and Abduction,2016,71
Chhattisgarh,Kanker,Kidnapping and Abduction,2016,35
Chhattisgarh,Kondagaon,Kidnapping and Abduction,2016,25
Chhattisgarh,Korba,Kidnapping and Abduction,2016,79
Chhattisgarh,Koriya,Kidnapping and Abduction,2016,75
Chhattisgarh,Mahasamund,Kidnapping and Abduction,2016,66
Chhattisgarh,Mungali,Kidnapping and Abduction,2016,56
Chhattisgarh,Narayanpur,Kidnapping and Abduction,2016,12
Chhattisgarh,Raigarh,Kidnapping and Abduction,2016,106
Chhattisgarh,Raipur,Kidnapping and Abduction,2016,297
Chhattisgarh,Rajnandgaon,Kidnapping and Abduction,2016,97
Chhattisgarh,Sarguja,Kidnapping and Abduction,2016,95
Chhattisgarh,Sukma,Kidnapping and Abduction,2016,7
Chhattisgarh,Surajpur,Kidnapping and Abduction,2016,31
Goa,North Goa,Kidnapping and Abduction,2016,56
Goa,South Goa,Kidnapping and Abduction,2016,50
Goa,C. I. D.,Kidnapping and Abduction,2016,0
Gujarat,Ahmedabad,Kidnapping and Abduction,2016,376
Gujarat,Amreli,Kidnapping and Abduction,2016,71
Gujarat,Anand,Kidnapping and Abduction,2016,117
Gujarat,Arvalli,Kidnapping and Abduction,2016,52
Gujarat,Banaskantha,Kidnapping and Abduction,2016,117
Gujarat,Bharuch,Kidnapping and Abduction,2016,55
Gujarat,Bhavnagar,Kidnapping and Abduction,2016,91
Gujarat,Botad,Kidnapping and Abduction,2016,39
Gujarat,Chhotaudepur,Kidnapping and Abduction,2016,30
Gujarat,C. I. D. Crime,Kidnapping and Abduction,2016,0
Gujarat,Dahod,Kidnapping and Abduction,2016,118
Gujarat,Dang,Kidnapping and Abduction,2016,2
Gujarat,Devbhumi Dwarka,Kidnapping and Abduction,2016,19
Gujarat,Gandhinagar,Kidnapping and Abduction,2016,89
Gujarat,Gir Somnath,Kidnapping and Abduction,2016,40
Gujarat,Jamnagar,Kidnapping and Abduction,2016,58
Gujarat,Junagadh,Kidnapping and Abduction,2016,55
Gujarat,Kachchh,Kidnapping and Abduction,2016,49
Gujarat,Kheda,Kidnapping and Abduction,2016,37
Gujarat,Mahisagar,Kidnapping and Abduction,2016,30
Gujarat,Mehsana,Kidnapping and Abduction,2016,117
Gujarat,Morbi,Kidnapping and Abduction,2016,39
Gujarat,Narmada,Kidnapping and Abduction,2016,10
Gujarat,Navsari,Kidnapping and Abduction,2016,31
Gujarat,Panchmahal,Kidnapping and Abduction,2016,68
